"country.name","country.code","year","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","other.ghg.emissions.mio.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","other.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share","other.ghg.emissions.EU28.share"
"Estonia","EE","2007","55.1","16.6","1.2","15.2","1","22.2","2.4","0.5","1.9","0.0551","0.685","0.043","0.1097","0.0222","0.085","0.0028","0.0094","0.002","0.0043","0.0024","0.0026","0.01"
"Estonia","EE","2008","49.6","15","1.3","13.2","1","20","2.3","0.5","1.8","0.0638","0.6596","0.0481","0.1155","0.0239","0.0891","0.0029","0.0085","0.0021","0.004","0.0024","0.0026","0.0099"
"Estonia","EE","2009","41.4","12.6","1.2","11.1","0.5","16.8","2.1","0.5","1.3","0.0727","0.6652","0.0284","0.1274","0.0299","0.0764","0.0028","0.0078","0.0013","0.0036","0.0023","0.0029","0.0073"
"Estonia","EE","2010","52.5","16","1.2","15.4","0.5","21.2","2.3","0.5","1.2","0.0585","0.7275","0.0253","0.1066","0.0233","0.0587","0.0029","0.0106","0.0014","0.0044","0.0024","0.0029","0.0074"
"Estonia","EE","2011","52.5","16","1.3","15.2","0.7","21.3","2.3","0.5","1.4","0.0589","0.7145","0.0311","0.1068","0.0215","0.0672","0.003","0.0107","0.0017","0.0046","0.0025","0.0028","0.0088"
"Estonia","EE","2012","49.9","15.3","1.3","13.7","0.9","20.2","2.3","0.4","1.5","0.0658","0.6804","0.0449","0.1138","0.0219","0.0733","0.0031","0.0097","0.0024","0.0044","0.0026","0.0028","0.0094"
"Estonia","EE","2013","54.2","16.6","1.4","15.5","1","21.9","2.2","0.4","1.5","0.0617","0.705","0.0454","0.1022","0.0186","0.0671","0.0032","0.0115","0.0027","0.0049","0.0025","0.0027","0.0097"
"Estonia","EE","2014","52.3","16.1","1.4","14.9","0.7","21.1","2.3","0.4","1.5","0.0656","0.706","0.0335","0.1072","0.0172","0.0705","0.0032","0.0119","0.0019","0.0049","0.0025","0.0025","0.0102"
"Estonia","EE","2015","44.7","13.8","1.4","12.2","0.5","18.1","2.3","0.4","1.3","0.0764","0.6754","0.0283","0.1284","0.0197","0.0719","0.0032","0.0098","0.0014","0.0042","0.0025","0.0025","0.0091"
"Estonia","EE","2016","48.6","15","1.3","13.8","0.5","19.7","2.4","0.3","1.3","0.068","0.7018","0.0255","0.1202","0.0173","0.0672","0.0031","0.0115","0.0013","0.0046","0.0025","0.0024","0.0094"
"Estonia","EE","2017","45.8","14.1","1.4","12.4","0.6","18.5","2.4","0.3","1.4","0.075","0.6712","0.0351","0.1276","0.0161","0.075","0.0032","0.0105","0.0017","0.0044","0.0026","0.0023","0.0106"
"Estonia","EE","2018","46.5","14.2","1.4","12.5","0.8","18.8","2.4","0.3","1.4","0.0754","0.667","0.0407","0.1258","0.015","0.0763","0.0033","0.0109","0.002","0.0045","0.0026","0.0022","0.0114"
"Estonia","EE","2020","47.8","14.7","1.5","12.7","1","19.3","2.4","0.3","1.5","0.0759","0.6584","0.052","0.122","0.013","0.0787","0.0034","0.0116","0.0027","0.0047","0.0026","0.0021","0.0129"
"Estonia","EE","2025","47","14.5","1.6","12.1","1","19","2.5","0.2","1.6","0.0825","0.639","0.0534","0.1311","0.0114","0.0825","0.0036","0.0116","0.0029","0.0048","0.0028","0.002","0.0148"
"Estonia","EE","2030","42.1","13","1.6","10","1","17","2.6","0.2","1.6","0.0953","0.5866","0.0571","0.1542","0.012","0.0948","0.0038","0.0102","0.0029","0.0045","0.003","0.0021","0.0163"
"Estonia","EE","2035","40.6","12.7","1.7","9.5","0.9","16.4","2.5","0.2","1.6","0.1022","0.5755","0.0576","0.154","0.0113","0.0994","0.0039","0.0103","0.0028","0.0044","0.0028","0.002","0.0179"
"EU28","EU28","1990","100","12","543.3","1675.7","517.2","5649.5","793.2","240.4","1879.8","0.0962","0.2966","0.0915","0.1404","0.0426","0.3327","1","1","1","1","1","1","7.8188"
"EU28","EU28","1991","98.3","11.8","512.1","1641.5","482.5","5555","800.4","244","1874.4","0.0922","0.2955","0.0869","0.1441","0.0439","0.3374","1","1","1","1","1","1","7.6813"
"EU28","EU28","1992","95.3","11.4","489.6","1582.7","464","5379.8","823.9","246.1","1773.5","0.091","0.2942","0.0863","0.1531","0.0457","0.3297","1","1","1","1","1","1","7.207"
"EU28","EU28","1993","93.6","11.1","477.2","1515.7","455.4","5281.5","828.3","247","1757.8","0.0904","0.287","0.0862","0.1568","0.0468","0.3328","1","1","1","1","1","1","7.1155"
"EU28","EU28","1994","93.2","11.1","471.2","1522.5","483.3","5255.3","834.9","246.6","1696.9","0.0897","0.2897","0.092","0.1589","0.0469","0.3229","1","1","1","1","1","1","6.8814"
"EU28","EU28","1995","94.2","11.2","472.6","1524.1","498.4","5308.5","847.3","247.4","1718.8","0.089","0.2871","0.0939","0.1596","0.0466","0.3238","1","1","1","1","1","1","6.9465"
"EU28","EU28","1996","96.2","11.4","474.1","1553.4","499.6","5418.7","873.6","246.6","1771.4","0.0875","0.2867","0.0922","0.1612","0.0455","0.3269","1","1","1","1","1","1","7.1817"
"EU28","EU28","1997","94.5","11.2","471.1","1508.7","505.1","5326.3","884.9","243.6","1713","0.0884","0.2832","0.0948","0.1661","0.0457","0.3216","1","1","1","1","1","1","7.0316"
"EU28","EU28","1998","93.8","11","468.2","1525.5","482.4","5281.5","914.1","240.2","1651.3","0.0886","0.2888","0.0913","0.1731","0.0455","0.3127","1","1","1","1","1","1","6.876"
"EU28","EU28","1999","92","10.8","466.6","1480.3","442.9","5172.6","932.1","234.7","1616.1","0.0902","0.2862","0.0856","0.1802","0.0454","0.3124","1","1","1","1","1","1","6.8849"
"EU28","EU28","2000","92.3","10.8","461.3","1511.2","455.6","5168.9","926.9","231.5","1582.5","0.0892","0.2924","0.0881","0.1793","0.0448","0.3062","1","1","1","1","1","1","6.8372"
"EU28","EU28","2001","93.3","10.9","455","1553.5","440.4","5223.1","940","227.4","1606.8","0.0871","0.2974","0.0843","0.18","0.0435","0.3076","1","1","1","1","1","1","7.0668"
"EU28","EU28","2002","92.4","10.8","448","1570.5","436.6","5182.9","951.3","223.5","1553","0.0864","0.303","0.0842","0.1836","0.0431","0.2996","1","1","1","1","1","1","6.9495"
"EU28","EU28","2003","94","10.9","444","1620.7","450.4","5265.6","960.3","217.4","1572.9","0.0843","0.3078","0.0855","0.1824","0.0413","0.2987","1","1","1","1","1","1","7.2354"
"EU28","EU28","2004","94.1","10.9","444.7","1609.2","466.9","5265.4","979.6","208.9","1556","0.0845","0.3056","0.0887","0.1861","0.0397","0.2955","1","1","1","1","1","1","7.4502"
"EU28","EU28","2005","93.6","10.8","438","1599.2","465.8","5228.4","978.8","202","1544.6","0.0838","0.3059","0.0891","0.1872","0.0386","0.2954","1","1","1","1","1","1","7.6461"
"EU28","EU28","2006","93.4","10.7","434.3","1610.2","464.7","5214.5","986","195.8","1523.6","0.0833","0.3088","0.0891","0.1891","0.0376","0.2922","1","1","1","1","1","1","7.7796"
"EU28","EU28","2007","92.7","10.6","436.7","1619.7","476","5162.4","995.4","189.1","1445.5","0.0846","0.3137","0.0922","0.1928","0.0366","0.28","1","1","1","1","1","1","7.6438"
"EU28","EU28","2008","90.6","10.3","433.9","1548.1","450.8","5047","970.7","181.1","1462.4","0.086","0.3067","0.0893","0.1923","0.0359","0.2898","1","1","1","1","1","1","8.0732"
"EU28","EU28","2009","84","9.6","427.8","1424.2","376.8","4681.9","943.2","175.1","1334.7","0.0914","0.3042","0.0805","0.2015","0.0374","0.2851","1","1","1","1","1","1","7.6207"
"EU28","EU28","2010","85.8","9.7","423.4","1450.9","394.3","4783.6","937.6","167.8","1409.6","0.0885","0.3033","0.0824","0.196","0.0351","0.2947","1","1","1","1","1","1","8.3994"
"EU28","EU28","2011","83.1","9.4","423.9","1425.2","389.8","4626.4","925.5","162.1","1299.8","0.0916","0.3081","0.0843","0.2001","0.035","0.281","1","1","1","1","1","1","8.021"
"EU28","EU28","2012","82","9.3","421.7","1417.9","377.3","4563.1","896","157.9","1292.2","0.0924","0.3107","0.0827","0.1964","0.0346","0.2832","1","1","1","1","1","1","8.1827"
"EU28","EU28","2013","80.4","9.1","425.2","1342.3","375.3","4468.9","888.7","151.2","1286.1","0.0952","0.3004","0.084","0.1989","0.0338","0.2878","1","1","1","1","1","1","8.5075"
"EU28","EU28","2014","77.4","8.7","432.9","1258.2","381.3","4297.6","896.1","145.5","1183.6","0.1007","0.2928","0.0887","0.2085","0.0339","0.2754","1","1","1","1","1","1","8.1348"
"EU28","EU28","2015","78","8.8","433.8","1245.2","376.7","4327.3","913.3","143.2","1215.2","0.1003","0.2877","0.0871","0.211","0.0331","0.2808","1","1","1","1","1","1","8.4882"
"EU28","EU28","2016","77.6","8.7","434.8","1197.9","373.7","4303.4","932.5","140.1","1224.3","0.101","0.2784","0.0868","0.2167","0.0326","0.2845","1","1","1","1","1","1","8.7385"
"EU28","EU28","2017","74.5","8.2","432.9","1180.8","375.8","4210","899.4","130.9","1190","0.1028","0.2805","0.0893","0.2136","0.0311","0.2827","1","1","1","1","1","1","9.0916"
"EU28","EU28","2018","73.7","8.1","432.3","1149","374.7","4161.4","897.4","126.2","1181.7","0.1039","0.2761","0.0901","0.2157","0.0303","0.284","1","1","1","1","1","1","9.367"
"EU28","EU28","2020","72.1","7.9","431.5","1094.9","373.2","4071.1","891.8","117.8","1161.9","0.106","0.2689","0.0917","0.219","0.0289","0.2854","1","1","1","1","1","1","9.8611"
"EU28","EU28","2025","69.7","7.6","431.6","1043.5","353.7","3936.7","882.7","105.8","1119.4","0.1096","0.2651","0.0898","0.2242","0.0269","0.2844","1","1","1","1","1","1","10.5841"
"EU28","EU28","2030","67.7","7.3","431.5","981","340.1","3824.4","887.3","99","1085.5","0.1128","0.2565","0.0889","0.232","0.0259","0.2838","1","1","1","1","1","1","10.9694"
"EU28","EU28","2035","66","7.1","430.9","914.6","336.4","3729.7","890.4","91.3","1066","0.1155","0.2452","0.0902","0.2387","0.0245","0.2858","1","1","1","1","1","1","11.6696"
"Finland","FI","1990","100","14.5","7.5","19","5.4","71.1","12.1","4.7","22.5","0.1056","0.2667","0.0758","0.1701","0.0657","0.3162","0.0138","0.0113","0.0104","0.0126","0.0153","0.0194","0.0935"
"Finland","FI","1991","96.8","14","7","18.8","5","68.9","11.7","4.7","21.7","0.1013","0.2727","0.0724","0.1702","0.0686","0.3148","0.0136","0.0114","0.0103","0.0124","0.0147","0.0194","0.0889"
"Finland","FI","1992","94.7","13.6","6.5","18.6","4.7","67.5","11.6","4.7","21.3","0.0956","0.2758","0.0697","0.1726","0.0702","0.3161","0.0132","0.0118","0.0101","0.0125","0.0141","0.0193","0.0867"
"Finland","FI","1993","97.7","13.9","6.7","21.4","4.7","69.7","11.2","4.7","21","0.0966","0.3062","0.0678","0.1605","0.0679","0.301","0.0141","0.0141","0.0104","0.0132","0.0135","0.0192","0.085"
"Finland","FI","1994","105.5","15","6.9","26.3","5","75.3","11.5","4.7","20.9","0.0912","0.3496","0.0664","0.1532","0.0619","0.2776","0.0146","0.0173","0.0104","0.0143","0.0138","0.0189","0.0848"
"Finland","FI","1995","100.7","14.3","6.8","24","5.1","71.8","11.3","4.6","20","0.0947","0.3348","0.0705","0.158","0.064","0.2781","0.0144","0.0158","0.0102","0.0135","0.0134","0.0186","0.0807"
"Finland","FI","1996","108.9","15.4","6.8","29.8","5.3","77.7","11.3","4.5","20","0.0875","0.3834","0.0683","0.146","0.0578","0.2569","0.0143","0.0192","0.0106","0.0143","0.013","0.0182","0.0809"
"Finland","FI","1997","107","15.1","6.8","27.4","5.6","76.3","11.9","4.4","20.2","0.089","0.3593","0.0735","0.1561","0.0573","0.2648","0.0144","0.0182","0.0111","0.0143","0.0134","0.0179","0.0829"
"Finland","FI","1998","102","14.3","6.6","24.1","5.6","72.6","12","4.2","20","0.0907","0.3328","0.0777","0.1658","0.0576","0.2754","0.0141","0.0158","0.0117","0.0137","0.0132","0.0174","0.0832"
"Finland","FI","1999","101.2","14.2","6.5","23.6","5.8","72","12.2","4.1","19.7","0.0908","0.328","0.0806","0.17","0.0569","0.2738","0.014","0.0159","0.0131","0.0139","0.0131","0.0174","0.084"
"Finland","FI","2000","98.5","13.8","6.5","22.1","6","70.1","12.1","3.9","19.5","0.0934","0.3157","0.0853","0.1727","0.0549","0.278","0.0142","0.0146","0.0131","0.0136","0.0131","0.0166","0.0842"
"Finland","FI","2001","105.9","14.8","6.6","27.6","6.1","75.5","12.2","3.7","19.4","0.087","0.3652","0.0802","0.162","0.0489","0.2567","0.0144","0.0177","0.0137","0.0145","0.013","0.0162","0.0852"
"Finland","FI","2002","109.3","15.2","6.7","30.4","6.1","77.9","12.4","3.4","19","0.0854","0.3899","0.0781","0.1592","0.044","0.2434","0.0149","0.0194","0.0139","0.015","0.013","0.0154","0.0849"
"Finland","FI","2003","119.8","16.6","6.5","37.5","6.4","85.5","12.6","3.2","19.3","0.0761","0.438","0.0753","0.1474","0.0377","0.2255","0.0147","0.0231","0.0143","0.0162","0.0131","0.0148","0.0887"
"Finland","FI","2004","114.9","15.9","6.5","33.4","6.8","81.8","12.9","3.1","19.1","0.0794","0.4081","0.083","0.1582","0.0374","0.2339","0.0146","0.0208","0.0145","0.0155","0.0132","0.0147","0.0916"
"Finland","FI","2005","98.3","13.5","6.5","22.1","6.8","69.8","12.9","2.8","18.6","0.0934","0.3173","0.0968","0.1851","0.0404","0.267","0.0149","0.0139","0.0145","0.0134","0.0132","0.014","0.0923"
"Finland","FI","2006","114.1","15.7","6.5","33","7","81.2","13.1","2.9","18.7","0.0797","0.407","0.0862","0.1612","0.0357","0.2303","0.0149","0.0205","0.0151","0.0156","0.0133","0.0148","0.0955"
"Finland","FI","2007","112.1","15.3","6.4","31","7.5","79.5","13.4","2.8","18.4","0.0811","0.3904","0.0938","0.1688","0.0351","0.2308","0.0148","0.0192","0.0157","0.0154","0.0135","0.0148","0.0971"
"Finland","FI","2008","101.1","13.8","6.5","24.5","7.7","71.4","12.8","2.7","17.2","0.0916","0.3433","0.1079","0.1789","0.0375","0.2408","0.0151","0.0158","0.0171","0.0141","0.0132","0.0148","0.0949"
"Finland","FI","2009","95.8","13","6.5","25.6","6.1","67.8","12.2","2.6","14.8","0.0964","0.3778","0.0893","0.18","0.0381","0.2185","0.0153","0.018","0.0161","0.0145","0.0129","0.0147","0.0846"
"Finland","FI","2010","106.7","14.4","6.6","30.9","6.2","75.6","12.7","2.6","16.6","0.0877","0.4092","0.0817","0.1681","0.0342","0.2192","0.0157","0.0213","0.0157","0.0158","0.0136","0.0154","0.0988"
"Finland","FI","2011","96.5","12.9","6.5","24.9","6.1","67.8","12.5","2.5","15.3","0.0951","0.3668","0.0905","0.1846","0.0369","0.2261","0.0152","0.0174","0.0157","0.0147","0.0135","0.0154","0.0946"
"Finland","FI","2012","88.8","11.9","6.4","20.9","6","62.4","12.2","2.4","14.5","0.1028","0.3347","0.096","0.1956","0.0392","0.2316","0.0152","0.0147","0.0159","0.0137","0.0136","0.0155","0.0915"
"Finland","FI","2013","89.9","12","6.5","22.2","5.9","62.9","12","2.3","14","0.1039","0.3525","0.0937","0.1908","0.0371","0.2219","0.0154","0.0165","0.0157","0.0141","0.0135","0.0154","0.0923"
"Finland","FI","2014","84.1","11.1","6.6","20.9","5.7","58.7","10.9","2.2","12.5","0.1116","0.3567","0.0965","0.185","0.0376","0.2126","0.0151","0.0166","0.0149","0.0137","0.0121","0.0152","0.0858"
"Finland","FI","2015","79.3","10.5","6.5","17.8","5.9","55.1","10.9","2.1","12","0.1182","0.3222","0.1065","0.197","0.0387","0.2174","0.015","0.0143","0.0156","0.0127","0.0119","0.0149","0.0837"
"Finland","FI","2016","84","11.1","6.6","19.1","6.1","58","12.1","2","12.2","0.113","0.3299","0.1052","0.2081","0.0343","0.2095","0.0151","0.016","0.0163","0.0135","0.013","0.0142","0.0868"
"Finland","FI","2017","81","10.5","6.6","19.8","6.2","57.6","11.1","1.9","12.1","0.1146","0.3437","0.1067","0.1918","0.0332","0.21","0.0153","0.0168","0.0164","0.0137","0.0123","0.0146","0.0925"
"Finland","FI","2018","81.1","10.5","6.7","19.9","6.3","57.7","11","1.8","12","0.1155","0.3458","0.109","0.1899","0.0313","0.2085","0.0154","0.0174","0.0168","0.0139","0.0122","0.0143","0.0953"
"Finland","FI","2020","79.1","10.1","6.6","19.2","6.4","56.3","10.8","1.6","11.7","0.1175","0.341","0.1139","0.1913","0.0289","0.2074","0.0153","0.0175","0.0172","0.0138","0.0121","0.0138","0.099"
"Finland","FI","2025","70","8.8","6.4","14.2","6.5","49.8","10.3","1.3","11.1","0.1294","0.2841","0.1313","0.2069","0.0263","0.222","0.0149","0.0136","0.0185","0.0127","0.0117","0.0124","0.1046"
"Finland","FI","2030","68.6","8.6","6.4","14.3","6.6","48.8","10","1.1","10.4","0.1307","0.2921","0.1346","0.2058","0.0228","0.214","0.0148","0.0145","0.0193","0.0128","0.0113","0.0112","0.1055"
"Finland","FI","2035","66.6","8.3","6.4","13.8","6.4","47.4","10","1","9.9","0.1346","0.2903","0.1359","0.2102","0.0205","0.2085","0.0148","0.015","0.0191","0.0127","0.0112","0.0106","0.1082"
"France","FR","1991","104.9","10","81.8","67.8","67.4","575.2","125.4","17.9","214.8","0.1423","0.1179","0.1172","0.2179","0.0312","0.3735","0.1598","0.0413","0.1396","0.1035","0.1566","0.0735","0.8804"
"France","FR","1992","103","9.7","80.4","68.9","65.3","563.5","129.9","18.7","200.2","0.1427","0.1223","0.1158","0.2306","0.0332","0.3554","0.1642","0.0436","0.1406","0.1047","0.1577","0.0761","0.8137"
"France","FR","1990","100","9.5","82.3","66.4","67.2","548.1","122.8","17.3","192.1","0.1502","0.1211","0.1226","0.2241","0.0315","0.3505","0.1515","0.0396","0.1299","0.097","0.1548","0.0718","0.799"
"France","FR","1993","99.2","9.3","79.4","56.8","62.9","541.7","129.9","19.5","193.2","0.1466","0.1048","0.1161","0.2397","0.036","0.3567","0.1664","0.0375","0.1381","0.1026","0.1568","0.079","0.7822"
"France","FR","1994","98","9.2","79","53.2","63.9","535.3","130.9","20.1","188.2","0.1476","0.0994","0.1194","0.2446","0.0375","0.3515","0.1677","0.0349","0.1323","0.1019","0.1568","0.0813","0.7631"
"France","FR","1995","99.5","9.3","79.7","55.9","63.9","543.1","132.8","20.5","190.3","0.1468","0.103","0.1176","0.2445","0.0377","0.3504","0.1687","0.0367","0.1281","0.1023","0.1567","0.0828","0.7691"
"France","FR","1996","102.7","9.6","80.2","60.7","64.4","560.5","134.5","20.7","200","0.143","0.1083","0.1149","0.2399","0.037","0.3569","0.1691","0.0391","0.1288","0.1034","0.1539","0.084","0.811"
"France","FR","1997","101.4","9.4","80.5","57.1","65.1","553.1","137","20.8","192.6","0.1456","0.1032","0.1177","0.2477","0.0377","0.3482","0.1709","0.0378","0.1288","0.1038","0.1548","0.0856","0.7904"
"France","FR","1998","104.1","9.6","80.4","69.6","59.5","566.8","139.1","21.3","196.9","0.1419","0.1228","0.105","0.2454","0.0375","0.3474","0.1718","0.0456","0.1234","0.1073","0.1522","0.0886","0.8199"
"France","FR","1999","102.9","9.5","80.9","63","55.2","558.8","141.5","21.5","196.8","0.1447","0.1127","0.0988","0.2531","0.0385","0.3522","0.1733","0.0425","0.1246","0.108","0.1518","0.0916","0.8385"
"France","FR","2000","101.9","9.3","82.7","62.6","53.9","552.5","140.9","21.9","190.5","0.1497","0.1133","0.0975","0.2551","0.0396","0.3448","0.1793","0.0414","0.1182","0.1069","0.152","0.0945","0.8231"
"France","FR","2001","102.7","9.3","82.2","56.4","53.8","557.3","143.7","22","199.2","0.1474","0.1012","0.0966","0.2578","0.0395","0.3574","0.1806","0.0363","0.1222","0.1067","0.1529","0.0969","0.876"
"France","FR","2002","101.5","9.1","80.8","59.2","53.9","550.5","144.6","22.1","189.9","0.1468","0.1075","0.0978","0.2626","0.0402","0.345","0.1804","0.0377","0.1234","0.1062","0.152","0.0991","0.85"
"France","FR","2003","102.4","9.2","78","62.5","54.6","555.2","143.9","22.1","194.1","0.1404","0.1126","0.0983","0.2592","0.0399","0.3496","0.1756","0.0386","0.1212","0.1054","0.1498","0.1019","0.8928"
"France","FR","2004","102.2","9.1","78.4","61.4","53.2","553.4","144.5","21.8","194.1","0.1417","0.111","0.0962","0.261","0.0395","0.3507","0.1763","0.0382","0.114","0.1051","0.1475","0.1046","0.9292"
"France","FR","2005","102.5","9","77.3","66.9","53.1","554.9","142.2","21.6","193.7","0.1393","0.1205","0.0958","0.2563","0.039","0.3491","0.1765","0.0418","0.1141","0.1061","0.1453","0.1071","0.9589"
"France","FR","2006","100.5","8.8","76.9","62.9","52.1","542.5","141.5","21.5","187.7","0.1417","0.1159","0.0961","0.2608","0.0396","0.3459","0.177","0.039","0.1122","0.104","0.1435","0.1096","0.9582"
"France","FR","2007","98.9","8.6","77.8","62.4","52.6","532.2","140.1","21.1","178.2","0.1462","0.1173","0.0987","0.2633","0.0396","0.3348","0.1782","0.0386","0.1104","0.1031","0.1408","0.1115","0.9422"
"France","FR","2008","97.8","8.5","78.5","61.2","50.3","525.7","133.6","20.9","181.1","0.1493","0.1165","0.0957","0.2541","0.0397","0.3446","0.1809","0.0396","0.1116","0.1042","0.1376","0.1153","1"
"France","FR","2009","93.4","8","77.7","59.3","45.4","505.6","132","20.3","171","0.1536","0.1173","0.0898","0.2611","0.0401","0.3382","0.1815","0.0417","0.1205","0.108","0.1399","0.1156","0.9762"
"France","FR","2010","95.1","8.1","76.5","59.9","47","511.8","135","20.4","173.2","0.1494","0.1169","0.0918","0.2637","0.0398","0.3384","0.1806","0.0413","0.1192","0.107","0.1439","0.1215","1.0321"
"France","FR","2011","90.3","7.7","75.7","51.5","46.6","485.5","135","19.9","156.9","0.1558","0.106","0.0959","0.2781","0.0409","0.3232","0.1785","0.0361","0.1195","0.1049","0.1459","0.1225","0.9684"
"France","FR","2012","90.3","7.7","75.6","52.8","44.6","485.4","133.5","19.1","159.8","0.1557","0.1087","0.092","0.275","0.0393","0.3293","0.1792","0.0372","0.1183","0.1064","0.149","0.1209","1.012"
"France","FR","2013","90.2","7.6","75.1","52.4","44.8","485.5","132.9","18.6","161.7","0.1547","0.1079","0.0924","0.2738","0.0383","0.333","0.1766","0.039","0.1195","0.1086","0.1495","0.123","1.0693"
"France","FR","2014","84.8","7.1","77.1","39.7","44.2","454.9","132.7","18.3","142.9","0.1695","0.0873","0.0971","0.2917","0.0403","0.3141","0.1782","0.0316","0.1158","0.1059","0.1481","0.1261","0.982"
"France","FR","2015","85.7","7.1","76.8","41.8","43.8","459.9","133.8","17.3","146.4","0.1671","0.0909","0.0951","0.2909","0.0376","0.3183","0.1771","0.0336","0.1161","0.1063","0.1465","0.1208","1.0225"
"France","FR","2016","85.6","7.1","75.8","45.2","43.4","460.6","134.3","17","144.9","0.1645","0.098","0.0942","0.2916","0.0369","0.3146","0.1743","0.0377","0.1162","0.107","0.1441","0.1214","1.0344"
"France","FR","2017","81.4","6.7","77.1","46.6","44","446.3","126.1","16.4","136.1","0.1728","0.1045","0.0986","0.2825","0.0368","0.3048","0.1781","0.0395","0.1171","0.106","0.1402","0.1254","1.0394"
"France","FR","2018","80.4","6.6","76.5","48.9","43.8","440.9","122.9","15.9","132.9","0.1735","0.1109","0.0993","0.2786","0.0361","0.3015","0.177","0.0426","0.1168","0.106","0.1369","0.1263","1.0538"
"France","FR","2020","78.5","6.3","75.3","53.5","43.3","430.1","116.4","15","126.7","0.175","0.1243","0.1006","0.2707","0.0348","0.2946","0.1744","0.0488","0.116","0.1057","0.1306","0.1271","1.0754"
"France","FR","2025","74.3","5.9","74.3","53.3","37.4","407.5","112.8","12.9","116.8","0.1823","0.1308","0.0919","0.2769","0.0316","0.2866","0.1721","0.0511","0.1059","0.1035","0.1278","0.1216","1.1041"
"France","FR","2030","72.3","5.6","73.2","52.5","34.6","396.1","112.4","12.1","111.4","0.1847","0.1324","0.0872","0.2838","0.0306","0.2812","0.1696","0.0535","0.1016","0.1036","0.1267","0.1225","1.1256"
"France","FR","2035","71.3","5.4","72","53.1","33.6","390.5","114.3","10.6","106.8","0.1844","0.136","0.0862","0.2927","0.0272","0.2736","0.1671","0.0581","0.1","0.1047","0.1284","0.1161","1.1696"
"Germany","DE","1990","100","15.9","79.2","427.4","96.8","1251","164.3","38.4","445","0.0633","0.3416","0.0774","0.1313","0.0307","0.3557","0.1458","0.255","0.1872","0.2214","0.2071","0.1595","1.8509"
"Germany","DE","1991","96.3","15.2","71.4","413.2","93.1","1203.9","167.2","39.7","419.2","0.0593","0.3432","0.0773","0.1389","0.033","0.3482","0.1395","0.2517","0.193","0.2167","0.2089","0.1628","1.718"
"Germany","DE","1992","92.4","14.5","69.2","390.6","93.3","1153.8","173.2","40.3","387.1","0.06","0.3385","0.0809","0.1501","0.0349","0.3355","0.1414","0.2468","0.2011","0.2145","0.2102","0.1638","1.5731"
"Germany","DE","1993","91.7","14.3","68.4","379.8","94.5","1144.9","177.6","40.1","384.4","0.0597","0.3317","0.0826","0.1552","0.0351","0.3358","0.1433","0.2506","0.2075","0.2168","0.2145","0.1624","1.5561"
"Germany","DE","1994","90.3","14","66.7","377","100.3","1125.8","173.7","39.3","368.8","0.0593","0.3348","0.0891","0.1543","0.0349","0.3275","0.1416","0.2476","0.2075","0.2142","0.2081","0.1595","1.4954"
"Germany","DE","1995","90.1","13.9","68.1","367.5","98.5","1123","177.7","38.4","372.8","0.0606","0.3273","0.0878","0.1582","0.0341","0.332","0.144","0.2412","0.1977","0.2116","0.2097","0.155","1.5069"
"Germany","DE","1996","91.5","14.1","68.5","374.6","96.7","1141.1","177.6","36.9","386.9","0.06","0.3282","0.0847","0.1557","0.0323","0.339","0.1444","0.2411","0.1935","0.2106","0.2033","0.1496","1.5685"
"Germany","DE","1997","88.8","13.7","67.4","353.7","97","1106","178","34","376","0.061","0.3198","0.0877","0.161","0.0307","0.3399","0.1431","0.2344","0.1919","0.2076","0.2012","0.1394","1.5433"
"Germany","DE","1998","86.8","13.4","67.8","356.3","83.1","1080.7","181.5","31.8","360.2","0.0627","0.3297","0.0769","0.1679","0.0295","0.3333","0.1447","0.2336","0.1724","0.2046","0.1985","0.1326","1.5"
"Germany","DE","1999","84.3","13","68.2","344.7","75.1","1047","186.6","30.2","342.2","0.0652","0.3292","0.0717","0.1782","0.0289","0.3268","0.1462","0.2329","0.1696","0.2024","0.2002","0.1287","1.4579"
"Germany","DE","2000","84.2","12.9","68.2","358","78","1045.2","182.6","28.6","329.8","0.0652","0.3425","0.0746","0.1747","0.0274","0.3155","0.1478","0.2369","0.1713","0.2022","0.1969","0.1237","1.4248"
"Germany","DE","2001","85.4","13.1","67.9","371.3","74.6","1060.3","178.7","27","340.8","0.064","0.3502","0.0704","0.1686","0.0254","0.3214","0.1491","0.239","0.1694","0.203","0.1902","0.1186","1.4987"
"Germany","DE","2002","83.7","12.8","65.6","372.6","73.3","1038.9","176.5","25.6","325.4","0.0632","0.3586","0.0705","0.1699","0.0246","0.3132","0.1465","0.2372","0.1679","0.2005","0.1855","0.1145","1.4562"
