"country.name","country.code","year","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","other.ghg.emissions.mio.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","other.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share","other.ghg.emissions.EU28.share"
"Italy","IT","2014","83.1","7.1","29.9","100.2","32.6","426.2","108.6","18.5","136.3","0.0702","0.2351","0.0766","0.2549","0.0433","0.3198","0.0691","0.0796","0.0856","0.0992","0.1212","0.1269","0.937"
"Italy","IT","2015","84.7","7.3","30.1","105.8","32.6","434","106","18.6","141","0.0693","0.2438","0.0751","0.2442","0.0428","0.3249","0.0693","0.085","0.0865","0.1003","0.1161","0.1297","0.9851"
"Italy","IT","2016","83.9","7.2","31","104.4","32.6","432.1","103.1","18.3","142.8","0.0717","0.2415","0.0753","0.2387","0.0423","0.3304","0.0713","0.0871","0.0871","0.1004","0.1106","0.1305","1.0191"
"Italy","IT","2017","83.1","7.1","30.2","103.3","31.4","430.2","105.3","17.3","142.6","0.0702","0.2402","0.0731","0.2449","0.0403","0.3314","0.0697","0.0875","0.0836","0.1022","0.1171","0.1324","1.0891"
"Italy","IT","2018","82.8","7.1","30.3","102","32.1","428.8","105","16.6","142.7","0.0707","0.238","0.0749","0.245","0.0387","0.3327","0.0701","0.0888","0.0857","0.103","0.117","0.1317","1.1308"
"Italy","IT","2020","82.3","7","30.5","99.5","33.5","425.9","104.4","15.2","142.9","0.0717","0.2335","0.0787","0.2451","0.0356","0.3354","0.0708","0.0908","0.0897","0.1046","0.1171","0.1286","1.2125"
"Italy","IT","2025","78.6","6.7","30.6","92.6","29.9","407.1","102.7","13.1","138.2","0.0752","0.2275","0.0734","0.2524","0.0322","0.3394","0.0709","0.0888","0.0844","0.1034","0.1164","0.1238","1.3064"
"Italy","IT","2030","75.7","6.5","30.6","78.3","30.3","392.1","103.5","12","137.4","0.0781","0.1997","0.0774","0.2639","0.0305","0.3505","0.0709","0.0798","0.0892","0.1025","0.1166","0.1209","1.3887"
"Italy","IT","2035","74.2","6.4","30.3","74.3","30.6","384","102.9","9.8","136.1","0.079","0.1934","0.0797","0.268","0.0254","0.3544","0.0704","0.0812","0.091","0.1029","0.1156","0.1068","1.4896"
"Latvia","LV","1990","100","10","5.6","6.2","0.7","26.3","3","0.7","10","0.2139","0.2378","0.0249","0.1158","0.0266","0.381","0.0103","0.0037","0.0013","0.0046","0.0038","0.0029","0.0416"
"Latvia","LV","1991","92.9","9.4","5.2","5.7","0.6","24.4","2.8","0.7","9.2","0.2141","0.2353","0.0241","0.117","0.0301","0.3795","0.0102","0.0035","0.0012","0.0044","0.0036","0.003","0.0379"
"Latvia","LV","1992","74.2","7.6","4.2","4.9","0.3","19.6","2.5","0.7","7","0.2116","0.2495","0.0156","0.1294","0.0355","0.3583","0.0085","0.0031","0.0007","0.0036","0.0031","0.0028","0.0286"
"Latvia","LV","1993","61.3","6.4","3.1","4","0.1","16.2","2.3","0.6","6.1","0.1891","0.2448","0.0091","0.1437","0.0386","0.3746","0.0064","0.0026","0.0003","0.0031","0.0028","0.0025","0.0246"
"Latvia","LV","1994","54.2","5.7","2.8","3.7","0.2","14.3","2.2","0.6","4.7","0.1936","0.2627","0.0137","0.1547","0.0429","0.3323","0.0059","0.0025","0.0004","0.0027","0.0026","0.0025","0.0192"
"Latvia","LV","1995","48.9","5.2","2.6","3.4","0.2","12.9","2.1","0.6","3.9","0.2013","0.2652","0.0164","0.1633","0.0483","0.3055","0.0055","0.0022","0.0004","0.0024","0.0025","0.0025","0.0159"
"Latvia","LV","1996","49.1","5.3","2.6","3.6","0.2","12.9","2.1","0.6","3.9","0.1973","0.2745","0.0172","0.16","0.0486","0.3024","0.0054","0.0023","0.0004","0.0024","0.0024","0.0025","0.0159"
"Latvia","LV","1997","46.9","5.2","2.5","3.3","0.2","12.4","2.1","0.6","3.6","0.2044","0.2675","0.0192","0.1666","0.0522","0.29","0.0054","0.0022","0.0005","0.0023","0.0023","0.0027","0.0147"
"Latvia","LV","1998","45","5","2.4","3.4","0.2","11.9","2","0.7","3.1","0.2037","0.2841","0.0208","0.1712","0.0554","0.2648","0.0052","0.0022","0.0005","0.0023","0.0022","0.0027","0.0131"
"Latvia","LV","1999","42","4.7","2.2","3","0.3","11.1","2","0.7","3","0.2005","0.2659","0.0254","0.1801","0.0601","0.268","0.0048","0.002","0.0006","0.0021","0.0021","0.0028","0.0127"
"Latvia","LV","2000","39.8","4.5","2.2","2.5","0.2","10.5","2.2","0.7","2.6","0.2144","0.2384","0.0224","0.211","0.0659","0.2479","0.0049","0.0017","0.0005","0.002","0.0024","0.003","0.0112"
"Latvia","LV","2001","42","4.8","2.4","2.4","0.3","11.1","2.6","0.7","2.7","0.2136","0.221","0.0235","0.2363","0.064","0.2415","0.0052","0.0016","0.0006","0.0021","0.0028","0.0031","0.0118"
"Latvia","LV","2002","41.9","4.8","2.3","2.3","0.3","11","2.7","0.7","2.7","0.2118","0.212","0.0249","0.2438","0.0625","0.245","0.0052","0.0015","0.0006","0.0021","0.0028","0.0031","0.0121"
"Latvia","LV","2003","42.7","5","2.4","2.3","0.3","11.2","2.8","0.6","2.8","0.2125","0.2025","0.0261","0.2532","0.0558","0.2499","0.0054","0.0014","0.0006","0.0021","0.003","0.0029","0.0129"
"Latvia","LV","2004","42.7","5","2.3","2.1","0.3","11.2","3","0.6","2.9","0.2066","0.1857","0.0291","0.2662","0.0552","0.2574","0.0052","0.0013","0.0007","0.0021","0.003","0.003","0.0138"
"Latvia","LV","2005","43.6","5.2","2.4","2.1","0.3","11.4","3.1","0.6","2.9","0.2094","0.1817","0.0281","0.273","0.0553","0.2526","0.0054","0.0013","0.0007","0.0022","0.0032","0.0031","0.0142"
"Latvia","LV","2006","45.6","5.5","2.4","2.1","0.4","11.9","3.4","0.6","3","0.2007","0.1764","0.0318","0.288","0.053","0.2501","0.0055","0.0013","0.0008","0.0023","0.0035","0.0032","0.0152"
"Latvia","LV","2007","47.4","5.8","2.5","2","0.4","12.3","3.9","0.6","3","0.2007","0.1593","0.0327","0.3136","0.0516","0.242","0.0057","0.0012","0.0008","0.0024","0.0039","0.0034","0.0158"
"Latvia","LV","2008","45.9","5.6","2.4","1.9","0.4","11.9","3.7","0.6","2.8","0.2061","0.1632","0.0353","0.3077","0.0543","0.2334","0.0056","0.0013","0.0009","0.0024","0.0038","0.0036","0.0153"
"Latvia","LV","2009","43.2","5.4","2.5","1.9","0.4","11.2","3.2","0.6","2.6","0.22","0.169","0.0377","0.2866","0.0578","0.2289","0.0057","0.0013","0.0011","0.0024","0.0034","0.0037","0.0146"
"Latvia","LV","2010","47.8","6.1","2.5","2.3","0.7","12.3","3.3","0.7","2.9","0.202","0.1851","0.057","0.2666","0.053","0.2363","0.0059","0.0016","0.0018","0.0026","0.0035","0.0039","0.0173"
"Latvia","LV","2011","44.7","5.8","2.5","2.1","0.8","11.5","2.9","0.6","2.6","0.2164","0.1822","0.0697","0.2534","0.0545","0.2238","0.0059","0.0015","0.0021","0.0025","0.0031","0.0039","0.0159"
"Latvia","LV","2012","44.1","5.8","2.6","1.9","0.9","11.3","2.8","0.6","2.6","0.2279","0.1658","0.0763","0.2481","0.0543","0.2276","0.0061","0.0013","0.0023","0.0025","0.0031","0.0039","0.0163"
"Latvia","LV","2013","43.8","5.8","2.6","2","0.8","11.3","2.8","0.6","2.4","0.2338","0.1734","0.0719","0.2529","0.0536","0.2145","0.0062","0.0015","0.0022","0.0025","0.0032","0.004","0.016"
"Latvia","LV","2014","43.4","5.8","2.7","1.7","0.8","11.2","3","0.6","2.4","0.2421","0.1517","0.0738","0.2658","0.0535","0.213","0.0062","0.0013","0.0022","0.0026","0.0033","0.0041","0.0164"
"Latvia","LV","2015","43.7","5.9","2.8","1.8","0.8","11.3","3.2","0.6","2.2","0.2461","0.1576","0.0671","0.2799","0.0499","0.1995","0.0064","0.0014","0.002","0.0026","0.0034","0.0039","0.0157"
"Latvia","LV","2016","43.8","6","2.8","1.9","0.7","11.3","3.2","0.6","2.2","0.2455","0.1647","0.0582","0.2815","0.0533","0.1968","0.0064","0.0015","0.0018","0.0026","0.0034","0.0043","0.0158"
"Latvia","LV","2017","43.7","5.9","3","1.8","0.8","11.5","3.1","0.7","2.2","0.2582","0.1539","0.0671","0.2699","0.0599","0.1909","0.0068","0.0015","0.002","0.0027","0.0034","0.0052","0.0167"
"Latvia","LV","2018","43.8","6","3","1.7","0.8","11.5","3.1","0.7","2.2","0.2614","0.1507","0.0678","0.2674","0.0592","0.1935","0.007","0.0015","0.0021","0.0028","0.0034","0.0054","0.0176"
"Latvia","LV","2020","44","6","3.1","1.7","0.8","11.6","3","0.7","2.3","0.2679","0.1448","0.068","0.2629","0.0574","0.199","0.0072","0.0015","0.0021","0.0028","0.0034","0.0056","0.0195"
"Latvia","LV","2025","45.1","6.5","3.3","1.5","0.8","11.8","3.2","0.6","2.4","0.28","0.1231","0.0674","0.269","0.0548","0.2056","0.0077","0.0014","0.0023","0.003","0.0036","0.0061","0.023"
"Latvia","LV","2030","46.4","7","3.4","1.3","0.8","12.2","3.3","0.7","2.7","0.2776","0.1104","0.0669","0.2677","0.0545","0.2228","0.0078","0.0014","0.0024","0.0032","0.0037","0.0067","0.0275"
"Latvia","LV","2035","47.9","7.5","3.4","1.5","0.8","12.6","3.4","0.6","2.8","0.2713","0.1207","0.0649","0.2689","0.0508","0.2234","0.0079","0.0017","0.0024","0.0034","0.0038","0.007","0.0307"
"Liechtenstein","LI","1990","100","8","0","0","0","0.2","0.1","0","0.1","0.1114","0.0008","0.0029","0.3347","0.0077","0.5426","0","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1991","103.2","8.1","0","0","0","0.2","0.1","0","0.1","0.1079","0.0036","0.0027","0.3805","0.0072","0.4981","0","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1992","103.4","8","0","0","0","0.2","0.1","0","0.1","0.105","0.008","0.0029","0.3772","0.0074","0.4996","0.0001","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1993","106.5","8.1","0","0","0","0.2","0.1","0","0.1","0.0974","0.008","0.0032","0.3575","0.007","0.5268","0","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1994","100.6","7.6","0","0","0","0.2","0.1","0","0.1","0.1036","0.008","0.0046","0.3465","0.0076","0.5297","0.0001","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1995","102.2","7.6","0","0","0","0.2","0.1","0","0.1","0.1011","0.0089","0.0081","0.3494","0.0074","0.5251","0.0001","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1996","103.3","7.6","0","0","0","0.2","0.1","0","0.1","0.101","0.011","0.0095","0.3514","0.0074","0.5198","0.0001","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1997","108.8","8","0","0","0","0.2","0.1","0","0.1","0.0945","0.0102","0.0106","0.3481","0.0069","0.5296","0","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","1998","113.6","8.2","0","0","0","0.3","0.1","0","0.1","0.0886","0.0113","0.0123","0.332","0.0067","0.5491","0","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","1999","112.3","8","0","0","0","0.3","0.1","0","0.1","0.086","0.0114","0.0148","0.3519","0.0068","0.5291","0","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2000","108.3","7.6","0","0","0","0.2","0.1","0","0.1","0.0867","0.0112","0.0187","0.3686","0.0072","0.5076","0","0","0","0","0.0001","0","0.0005"
"Liechtenstein","LI","2001","108.1","7.5","0","0","0","0.2","0.1","0","0.1","0.0911","0.0119","0.0223","0.3552","0.0072","0.5123","0","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2002","110.8","7.6","0","0","0","0.3","0.1","0","0.1","0.0902","0.0099","0.0242","0.3305","0.0072","0.5381","0.0001","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2003","115.3","7.8","0","0","0","0.3","0.1","0","0.1","0.0872","0.0107","0.0263","0.3167","0.0069","0.5522","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2004","115.5","7.7","0","0","0","0.3","0.1","0","0.1","0.0869","0.0112","0.0295","0.3108","0.0069","0.5547","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2005","115.9","7.7","0","0","0","0.3","0.1","0","0.1","0.0889","0.0118","0.0307","0.3086","0.0069","0.5531","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2006","117.4","7.7","0","0","0","0.3","0.1","0","0.2","0.0916","0.0106","0.0312","0.295","0.0065","0.565","0.0001","0","0","0.0001","0.0001","0","0.0008"
"Liechtenstein","LI","2007","104.8","6.8","0","0","0","0.2","0.1","0","0.1","0.1042","0.0109","0.0381","0.3485","0.0074","0.4909","0.0001","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2008","113.5","7.3","0","0","0","0.3","0.1","0","0.1","0.097","0.0113","0.0384","0.3387","0.0071","0.5075","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2009","107.1","6.9","0","0","0","0.2","0.1","0","0.1","0.1023","0.0122","0.0396","0.3348","0.0072","0.5039","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2010","100.6","6.4","0","0","0","0.2","0.1","0","0.1","0.1054","0.0142","0.0443","0.3383","0.0078","0.49","0.0001","0","0","0","0.0001","0","0.0007"
"Liechtenstein","LI","2011","95","6","0","0","0","0.2","0.1","0","0.1","0.1151","0.0141","0.048","0.3549","0.0084","0.4594","0.0001","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2012","99.1","6.2","0","0","0","0.2","0.1","0","0.1","0.1114","0.0125","0.0478","0.3538","0.008","0.4665","0.0001","0","0","0","0.0001","0","0.0007"
"Liechtenstein","LI","2013","101.9","6.3","0","0","0","0.2","0.1","0","0.1","0.1035","0.0131","0.0484","0.3425","0.0079","0.4846","0.0001","0","0","0.0001","0.0001","0","0.0007"
"Liechtenstein","LI","2014","88.2","5.4","0","0","0","0.2","0.1","0","0.1","0.1216","0.0125","0.0556","0.3679","0.0079","0.4344","0.0001","0","0","0","0.0001","0","0.0006"
"Liechtenstein","LI","2015","87","5.3","0","0","0","0.2","0.1","0","0.1","0.1218","0.0103","0.0549","0.309","0.0081","0.4959","0.0001","0","0","0","0.0001","0","0.0007"
"Liechtenstein","LI","2016","82.3","5","0","0","0","0.2","0.1","0","0.1","0.1282","0.0116","0.0583","0.3179","0.0082","0.4759","0.0001","0","0","0","0.0001","0","0.0006"
"Lithuania","LT","1990","100","13.1","9","13.6","4.5","48.2","5.8","1.6","13.7","0.1875","0.2811","0.093","0.1211","0.0326","0.2848","0.0166","0.0081","0.0087","0.0085","0.0074","0.0065","0.0571"
"Lithuania","LT","1991","104.3","13.7","8.9","14.6","4.5","50.2","6.4","1.6","14.1","0.1776","0.2913","0.0899","0.1281","0.0318","0.2814","0.0174","0.0089","0.0094","0.009","0.008","0.0065","0.0579"
"Lithuania","LT","1992","64","8.4","6.8","8.6","2.7","30.9","4.2","1.6","7","0.22","0.2782","0.0863","0.1371","0.0507","0.2277","0.0139","0.0054","0.0058","0.0058","0.0051","0.0064","0.0286"
"Lithuania","LT","1993","51.3","6.8","5.5","7.3","1.7","24.8","3.2","1.6","5.5","0.2212","0.2933","0.07","0.1306","0.0641","0.2207","0.0115","0.0048","0.0038","0.0047","0.0039","0.0064","0.0222"
"Lithuania","LT","1994","48.3","6.4","4.8","7.2","1.9","23.4","2.6","1.5","5.2","0.2073","0.3095","0.0828","0.1099","0.066","0.2245","0.0103","0.0048","0.004","0.0044","0.0031","0.0063","0.0213"
"Lithuania","LT","1995","46.2","6.2","4.5","6.4","2.2","22.3","3.1","1.6","4.6","0.201","0.2852","0.0995","0.1402","0.0702","0.2039","0.0095","0.0042","0.0045","0.0042","0.0037","0.0063","0.0184"
"Lithuania","LT","1996","48.3","6.5","4.7","7.1","2.6","23.4","3.4","1.6","4","0.1998","0.3019","0.1118","0.1475","0.0672","0.1718","0.0098","0.0045","0.0052","0.0043","0.0039","0.0064","0.0163"
"Lithuania","LT","1997","47.3","6.4","4.7","6.5","2.6","22.9","3.8","1.6","3.7","0.2053","0.2837","0.1125","0.1673","0.0687","0.1626","0.01","0.0043","0.0051","0.0043","0.0043","0.0065","0.0153"
"Lithuania","LT","1998","49.2","6.7","4.6","7.3","3","23.8","4","1.6","3.4","0.1914","0.3065","0.1251","0.1683","0.0654","0.1432","0.0097","0.0048","0.0062","0.0045","0.0044","0.0065","0.0142"
"Lithuania","LT","1999","43.5","6","4.2","5.9","2.9","21.1","3.6","1.5","2.9","0.2017","0.2809","0.1386","0.1701","0.0726","0.136","0.0091","0.004","0.0066","0.0041","0.0038","0.0065","0.0122"
"Lithuania","LT","2000","40.3","5.6","4.1","5.1","3.1","19.5","3.2","1.5","2.5","0.2091","0.2592","0.1577","0.1645","0.0789","0.1306","0.0088","0.0033","0.0068","0.0038","0.0035","0.0066","0.011"
"Lithuania","LT","2001","41.9","5.9","3.9","5.5","3.3","20.3","3.4","1.6","2.5","0.1931","0.2732","0.1641","0.1702","0.0779","0.1216","0.0086","0.0036","0.0075","0.0039","0.0037","0.0069","0.0108"
"Lithuania","LT","2002","42.7","6","4.1","5.4","3.5","20.6","3.6","1.6","2.6","0.1966","0.2591","0.1693","0.1728","0.0758","0.1264","0.0091","0.0034","0.008","0.004","0.0038","0.007","0.0117"
"Lithuania","LT","2003","43","6.1","4.1","5.2","3.6","20.8","3.6","1.6","2.7","0.1991","0.251","0.1719","0.1744","0.0747","0.1287","0.0093","0.0032","0.0079","0.004","0.0038","0.0072","0.0123"
"Lithuania","LT","2004","44.8","6.4","4.2","5.4","3.8","21.6","4","1.5","2.8","0.1932","0.2495","0.1741","0.1833","0.0706","0.1294","0.0094","0.0034","0.0081","0.0041","0.004","0.0073","0.0134"
"Lithuania","LT","2005","47.3","6.9","4.2","5.7","4.1","22.8","4.2","1.5","3.2","0.1841","0.2475","0.1798","0.1844","0.0651","0.1391","0.0096","0.0035","0.0088","0.0044","0.0043","0.0074","0.0157"
"Lithuania","LT","2006","48","7.1","4.2","5.2","4.4","23.1","4.5","1.5","3.4","0.1815","0.2248","0.1887","0.1937","0.0628","0.1485","0.0097","0.0032","0.0094","0.0044","0.0045","0.0074","0.0175"
"Lithuania","LT","2007","52.5","7.9","4.3","4.7","6.1","25.3","5.2","1.4","3.4","0.1717","0.1873","0.2429","0.2074","0.0565","0.1342","0.0099","0.0029","0.0129","0.0049","0.0053","0.0076","0.0179"
"Lithuania","LT","2008","50.6","7.7","4.2","4.8","5.5","24.3","5.2","1.4","3.2","0.1743","0.1975","0.225","0.2145","0.0581","0.1306","0.0098","0.0031","0.0121","0.0048","0.0054","0.0078","0.0175"
"Lithuania","LT","2009","41.2","6.3","4.3","4.8","2.3","19.9","4.3","1.4","2.8","0.2169","0.2402","0.1152","0.2164","0.0687","0.1426","0.0101","0.0034","0.0061","0.0043","0.0046","0.0078","0.0162"
"Lithuania","LT","2010","43","6.7","4.3","5.3","2.2","20.7","4.4","1.3","3.1","0.2062","0.2571","0.1079","0.2134","0.0645","0.1508","0.0101","0.0037","0.0057","0.0043","0.0047","0.008","0.0186"
"Lithuania","LT","2011","44.2","7.1","4.3","4.5","3.7","21.3","4.4","1.2","3.2","0.202","0.2095","0.1746","0.2059","0.0583","0.1497","0.0101","0.0031","0.0095","0.0046","0.0047","0.0077","0.0197"
"Lithuania","LT","2012","44.1","7.2","4.4","4.4","3.6","21.2","4.4","1.2","3.3","0.2063","0.2078","0.168","0.2071","0.0568","0.154","0.0104","0.0031","0.0095","0.0047","0.0049","0.0076","0.0207"
"Lithuania","LT","2013","41.6","6.8","4.4","3.9","3","19.9","4.4","1.2","3.2","0.2181","0.1931","0.1505","0.2199","0.0587","0.1597","0.0102","0.0029","0.008","0.0045","0.0049","0.0077","0.0211"
"Lithuania","LT","2014","41.5","6.9","4.6","3.2","3.2","19.9","4.9","1.1","3","0.2292","0.1596","0.1601","0.2441","0.0556","0.1514","0.0105","0.0025","0.0084","0.0046","0.0054","0.0076","0.0207"
"Lithuania","LT","2015","42.1","7","4.6","3.2","3.5","20.2","5.1","1","2.8","0.2277","0.1561","0.1737","0.2528","0.0516","0.138","0.0106","0.0025","0.0093","0.0047","0.0056","0.0073","0.0195"
"Lithuania","LT","2016","42","7.1","4.5","3","3.3","20.2","5.5","1","2.9","0.2219","0.1464","0.1657","0.2719","0.0505","0.1436","0.0103","0.0025","0.0089","0.0047","0.0059","0.0073","0.0207"
"Lithuania","LT","2017","43.2","7.4","4.9","3.3","3.7","20.8","5.3","0.8","2.7","0.2362","0.158","0.1789","0.2557","0.0407","0.1305","0.0114","0.0028","0.0099","0.0049","0.0059","0.0065","0.0207"
"Lithuania","LT","2018","43.4","7.5","4.9","3.3","3.7","20.9","5.4","0.8","2.7","0.2362","0.1599","0.1787","0.2581","0.0369","0.1302","0.0114","0.0029","0.01","0.005","0.006","0.0061","0.0216"
"Lithuania","LT","2020","44.2","7.8","5","3.5","3.9","21.3","5.6","0.6","2.7","0.2339","0.1621","0.185","0.2607","0.0299","0.1284","0.0116","0.0032","0.0106","0.0052","0.0062","0.0054","0.0233"
"Lithuania","LT","2025","44.4","8.3","5","3.4","3.8","21.4","5.9","0.5","2.8","0.2354","0.1597","0.1765","0.2756","0.0229","0.1298","0.0117","0.0033","0.0107","0.0054","0.0067","0.0046","0.0263"
"Lithuania","LT","2030","45.9","9.2","5.1","3.8","3.7","22.1","6.3","0.4","2.8","0.2301","0.1698","0.1691","0.2839","0.0193","0.1278","0.0118","0.0038","0.011","0.0058","0.0071","0.0043","0.0286"
"Lithuania","LT","2035","47.5","10.1","5.2","4","3.7","22.9","6.7","0.4","2.9","0.2252","0.1763","0.1631","0.2917","0.0188","0.1249","0.012","0.0044","0.0111","0.0061","0.0075","0.0047","0.0313"
"Luxembourg","LU","1990","100","34.5","0.7","0","1.6","12.8","2.6","0.1","7.6","0.0556","0.0028","0.1286","0.2051","0.0082","0.5996","0.0013","0","0.0032","0.0023","0.0033","0.0004","0.0318"
"Luxembourg","LU","1991","104.9","35.7","0.7","0","1.6","13.4","3.2","0.1","7.8","0.0544","0.0028","0.1165","0.2395","0.008","0.5789","0.0014","0","0.0032","0.0024","0.004","0.0004","0.0318"
"Luxembourg","LU","1992","102.9","34.6","0.7","0","1.5","13.1","3.5","0.1","7.3","0.0531","0.0028","0.1139","0.2652","0.0082","0.5568","0.0014","0","0.0032","0.0024","0.0042","0.0004","0.0297"
"Luxembourg","LU","1993","103.9","34.5","0.7","0","1.5","13.3","3.5","0.1","7.4","0.0525","0.0027","0.1114","0.266","0.0082","0.5592","0.0015","0","0.0032","0.0025","0.0043","0.0004","0.0301"
"Luxembourg","LU","1994","98.4","32.2","0.7","0","1.4","12.5","3.6","0.1","6.7","0.0555","0.0028","0.1113","0.2882","0.0081","0.5341","0.0015","0","0.0029","0.0024","0.0043","0.0004","0.027"
"Luxembourg","LU","1995","80.9","26.1","0.7","0.1","1","10.1","3.4","0.1","4.8","0.0706","0.0093","0.1019","0.332","0.01","0.4763","0.0015","0.0001","0.0021","0.0019","0.004","0.0004","0.0194"
"Luxembourg","LU","1996","81.7","26","0.7","0.1","1","10.2","3.5","0.1","4.8","0.0708","0.0081","0.096","0.3408","0.0101","0.4742","0.0015","0.0001","0.002","0.0019","0.004","0.0004","0.0195"
"Luxembourg","LU","1997","77.7","24.4","0.7","0.1","0.9","9.5","3.7","0.1","4","0.0744","0.0094","0.0913","0.3919","0.0111","0.4219","0.0015","0.0001","0.0017","0.0018","0.0042","0.0004","0.0165"
"Luxembourg","LU","1998","72.2","22.4","0.7","0.2","0.7","8.6","3.9","0.1","3","0.0818","0.0181","0.0823","0.4524","0.0124","0.353","0.0015","0.0001","0.0015","0.0016","0.0043","0.0004","0.0127"
"Luxembourg","LU","1999","76.6","23.4","0.7","0.2","0.8","9.1","4.2","0.1","3.1","0.0784","0.0191","0.0825","0.4651","0.0117","0.3433","0.0015","0.0001","0.0017","0.0018","0.0045","0.0005","0.0133"
"Luxembourg","LU","2000","80.6","24.3","0.7","0.1","0.8","9.7","4.9","0.1","3.1","0.0729","0.0124","0.0807","0.503","0.0108","0.3201","0.0015","0.0001","0.0017","0.0019","0.0053","0.0005","0.0134"
"Luxembourg","LU","2001","84.9","25.3","0.7","0.3","0.7","10.2","5.1","0.1","3.2","0.0678","0.0278","0.0719","0.503","0.0102","0.3193","0.0015","0.0002","0.0017","0.0019","0.0054","0.0005","0.0143"
"Luxembourg","LU","2002","91.4","27","0.7","1","0.8","10.9","5.3","0.1","3.1","0.0615","0.0941","0.0687","0.4845","0.0095","0.2817","0.0015","0.0007","0.0017","0.0021","0.0056","0.0005","0.0138"
"Luxembourg","LU","2003","95.1","27.7","0.6","1","0.7","11.4","5.9","0.1","3.1","0.0559","0.0911","0.0613","0.5142","0.0096","0.268","0.0014","0.0006","0.0015","0.0022","0.0061","0.0005","0.014"
"Luxembourg","LU","2004","106.4","30.6","0.7","1.3","0.8","12.8","6.8","0.1","3.2","0.0514","0.0984","0.0591","0.5329","0.0081","0.2501","0.0015","0.0008","0.0016","0.0024","0.007","0.0005","0.0153"
"Luxembourg","LU","2005","108.5","30.7","0.6","1.2","0.7","13","7.2","0.1","3.1","0.0493","0.0954","0.0558","0.5518","0.008","0.2397","0.0015","0.0008","0.0016","0.0025","0.0073","0.0005","0.0155"
"Luxembourg","LU","2006","106.5","29.7","0.6","1.3","0.8","12.9","6.9","0.1","3.2","0.0493","0.1016","0.0607","0.5341","0.0081","0.2462","0.0015","0.0008","0.0017","0.0025","0.007","0.0005","0.0162"
"Luxembourg","LU","2007","102.8","28.2","0.6","1.2","0.8","12.3","6.6","0.1","3","0.0529","0.0963","0.0633","0.5362","0.0087","0.2426","0.0015","0.0007","0.0016","0.0024","0.0066","0.0006","0.0157"
"Luxembourg","LU","2008","101.9","27.5","0.7","1","0.7","12.2","6.7","0.1","3","0.0545","0.082","0.0594","0.5498","0.0088","0.2455","0.0015","0.0006","0.0016","0.0024","0.0069","0.0006","0.0165"
"Luxembourg","LU","2009","97.4","25.8","0.7","1.2","0.7","11.6","6.2","0.1","2.8","0.0573","0.1026","0.0561","0.5306","0.0092","0.2442","0.0016","0.0008","0.0017","0.0025","0.0065","0.0006","0.0162"
"Luxembourg","LU","2010","102","26.5","0.7","1.2","0.7","12.2","6.5","0.1","3","0.0552","0.099","0.0555","0.535","0.0078","0.2475","0.0016","0.0008","0.0017","0.0025","0.007","0.0006","0.018"
"Luxembourg","LU","2011","100.5","25.5","0.7","1","0.7","12.1","6.9","0.1","2.7","0.0552","0.0833","0.0574","0.5714","0.0076","0.2252","0.0016","0.0007","0.0018","0.0026","0.0074","0.0006","0.0168"
"Luxembourg","LU","2012","97.7","24.2","0.6","1","0.6","11.8","6.6","0.1","2.8","0.0551","0.0885","0.0537","0.5589","0.0076","0.2362","0.0015","0.0007","0.0017","0.0026","0.0073","0.0006","0.0176"
