country.code,country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes
PL,Poland,2004,29.4,297.09999999999997,25.5,403,33.8,17.2
PL,Poland,2005,29.7,294.9,25.5,403.4,36.3,17.1
PL,Poland,2006,30.3,302.9,28,418.1,40.1,16.8
PL,Poland,2007,31,296.3,30.6,418.6,44.2,16.6
PL,Poland,2008,31,288.7,29.1,411.4,46.2,16.4
PL,Poland,2009,30.3,276.90000000000003,23.1,393.4,46.9,16.3
PL,Poland,2010,29.7,291.5,25,411.7,49.4,16
PL,Poland,2011,30.1,287.6,27.9,411,50,15.5
PL,Poland,2012,30,283.7,26.8,403.6,48,15.2
PL,Poland,2013,30.6,282.8,26.5,400,45.2,15
PL,Poland,2014,30.5,268.6,28.1,387.1,45.5,14.4
PL,Poland,2015,29.6,270.4,28.5,390.4,48,13.9
PL,Poland,2016,30.3,274.2,26.4,399.1,54.8,13.5
PL,Poland,2017,31.7,278.70000000000005,27,413.8,63.4,13
PL,Poland,2018,30.5,266.6,28.9,393.7,55.9,11.8
PL,Poland,2019,30.8,265.6,29,396.3,59,11.8
PL,Poland,2020,31,264.59999999999997,29.2,398.9,62.1,11.9
PL,Poland,2021,31.2,265.2,29.5,400.6,62.7,11.9
PL,Poland,2022,31.4,265.70000000000005,29.9,402.3,63.4,11.9
PL,Poland,2023,31.6,266.20000000000005,30.2,404.1,64.1,11.9
PL,Poland,2024,31.8,266.8,30.5,405.8,64.7,11.9
PL,Poland,2025,32,267.29999999999995,30.9,407.6,65.4,11.9
PL,Poland,2026,32.1,267.09999999999997,31.1,408,65.8,11.9
PL,Poland,2027,32.1,267.1,31.3,408.5,66.1,11.9
PL,Poland,2028,32.2,266.9,31.5,409,66.5,11.9
PL,Poland,2029,32.3,266.8,31.7,409.4,66.8,11.8
PL,Poland,2030,32.3,266.6,31.9,409.9,67.2,11.8
PL,Poland,2031,32.3,260,32,403.1,67,11.8
PL,Poland,2032,32.2,253.20000000000002,32.2,396.3,66.9,11.8
PL,Poland,2033,32.2,246.60000000000002,32.3,389.5,66.7,11.7
PL,Poland,2034,32.2,239.79999999999998,32.4,382.7,66.6,11.7
PL,Poland,2035,32.1,233.1,32.6,375.9,66.4,11.7
PL,Poland,2036,32.1,226,32.7,368.7,66.2,11.7
PL,Poland,2037,32.1,218.8,32.9,361.5,66,11.7
PL,Poland,2038,32.2,211.7,33,354.3,65.8,11.6
PL,Poland,2039,32.2,204.6,33.2,347.1,65.6,11.6
PL,Poland,2040,32.2,197.5,33.4,339.9,65.3,11.6
PT,Portugal,1990,7.2,31.3,5.9,59.1,10.2,4.6
PT,Portugal,1991,7.2,32.2,5.9,60.8,10.9,4.7
PT,Portugal,1992,7.1,35.900000000000006,5.6,65.1,11.8,4.8
PT,Portugal,1993,7,34.099999999999994,5.4,63.7,12.2,4.9
PT,Portugal,1994,7,34,5.5,64.5,12.9,5.1
PT,Portugal,1995,7.1,36.9,6.2,68.9,13.5,5.2
PT,Portugal,1996,7.3,33.5,6.3,66.7,14.2,5.4
PT,Portugal,1997,7.3,35.199999999999996,6.8,69.9,15.1,5.6
PT,Portugal,1998,7.2,37.9,7,74.7,16.9,5.7
PT,Portugal,1999,7.4,44.400000000000006,7.4,82.8,17.7,5.9
PT,Portugal,2000,7.5,41.3,7.7,82.1,19.5,6.1
PT,Portugal,2001,7.3,41.099999999999994,7.2,81.7,19.8,6.3
PT,Portugal,2002,7.2,44.2,7.6,85.6,20.2,6.4
PT,Portugal,2003,6.7,39.199999999999996,7.7,80.3,20.1,6.6
PT,Portugal,2004,6.8,41.5,8.4,83.3,20.1,6.6
PT,Portugal,2005,6.8,44.2,8.4,85.6,19.8,6.5
PT,Portugal,2006,6.7,39.7,8.2,80.9,19.9,6.4
PT,Portugal,2007,6.8,36.9,9.1,78.6,19.5,6.2
PT,Portugal,2008,6.8,35.3,8.9,76.2,19.2,6
PT,Portugal,2009,6.7,34,7.2,73,19.2,5.9
PT,Portugal,2010,6.6,29.9,7.6,68.8,18.9,5.8
PT,Portugal,2011,6.6,30.5,7,67.4,17.6,5.7
PT,Portugal,2012,6.6,30.400000000000002,6.8,65.6,16.2,5.5
PT,Portugal,2013,6.6,28.599999999999998,7.3,63.7,15.8,5.4
PT,Portugal,2014,6.8,27.8,7.8,63.7,16.2,5.2
PT,Portugal,2015,6.8,31.900000000000002,7.9,67.7,16.3,4.9
PT,Portugal,2016,6.8,30.3,7.3,65.9,16.8,4.7
PT,Portugal,2017,6.9,34.1,7.8,70.5,17.1,4.7
PT,Portugal,2018,6.8,29.999999999999996,7.4,65.7,16.3,5.3
PT,Portugal,2019,6.8,29.3,7.2,64.4,16.3,4.8
PT,Portugal,2020,6.8,28.599999999999998,7,63.2,16.3,4.4
PT,Portugal,2021,6.7,27.7,6.8,61.8,16.3,4.3
PT,Portugal,2022,6.6,26.800000000000004,6.6,60.5,16.4,4.2
PT,Portugal,2023,6.4,25.799999999999997,6.4,59.2,16.5,4.1
PT,Portugal,2024,6.3,24.799999999999997,6.1,57.9,16.6,4
PT,Portugal,2025,6.2,23.900000000000002,5.9,56.6,16.7,3.8
PT,Portugal,2026,6.1,22.5,5.8,53.7,15.6,3.7
PT,Portugal,2027,6,21.200000000000003,5.6,50.9,14.5,3.6
PT,Portugal,2028,5.9,19.800000000000004,5.5,48.1,13.4,3.5
PT,Portugal,2029,5.8,18.5,5.3,45.3,12.3,3.4
PT,Portugal,2030,5.6,17.1,5.2,42.4,11.2,3.3
PT,Portugal,2031,5.7,16.5,5.1,41.4,11,3.2
PT,Portugal,2032,5.7,15.8,5,40.4,10.8,3.1
PT,Portugal,2033,5.7,15.100000000000001,4.9,39.4,10.7,3
PT,Portugal,2034,5.7,14.5,4.8,38.4,10.5,2.9
PT,Portugal,2035,5.7,13.899999999999999,4.7,37.3,10.3,2.8
PT,Portugal,2036,5.7,13.700000000000001,4.6,36.4,9.6,2.7
PT,Portugal,2037,5.7,13.5,4.6,35.4,9,2.6
PT,Portugal,2038,5.7,13.3,4.6,34.5,8.3,2.5
PT,Portugal,2039,5.7,13.200000000000001,4.5,33.5,7.6,2.4
PT,Portugal,2040,5.8,12.999999999999998,4.5,32.5,6.9,2.4
RO,Romania,1990,35.7,163.29999999999998,31.7,248.1,12.4,5
RO,Romania,1991,28.5,137.9,23,205,10.6,4.9
RO,Romania,1992,25.4,129.9,19.9,191,10.9,4.9
RO,Romania,1993,25.5,122.60000000000001,20.5,182.1,8.7,4.9
RO,Romania,1994,24.2,121.2,20.5,180.2,9.3,4.9
RO,Romania,1995,24.2,125.5,23.7,187.2,8.6,5.2
RO,Romania,1996,23.4,125.9,23.1,189.6,12,5.2
RO,Romania,1997,21.9,125.3,21.4,186,12.2,5.3
RO,Romania,1998,21,108.9,20.2,166.8,11.5,5.3
RO,Romania,1999,19.7,95.60000000000001,17.6,147.9,9.6,5.3
RO,Romania,2000,19,90,18.9,143.1,9.9,5.3
RO,Romania,2001,19.2,91.5,18.3,146.2,11.9,5.3
RO,Romania,2002,19.5,92.60000000000001,19.2,148.9,12.3,5.3
RO,Romania,2003,20,95.2,19.9,153.7,13,5.6
RO,Romania,2004,20.9,90.30000000000001,22.1,152.5,13.6,5.7
RO,Romania,2005,21.1,89.9,22,151.4,12.6,5.7
RO,Romania,2006,21.2,90.80000000000001,21.5,152.1,13.1,5.5
RO,Romania,2007,21.3,90.8,21.7,153.1,13.7,5.6
RO,Romania,2008,20.9,89.3,18.4,149.6,15.4,5.5
RO,Romania,2009,20.3,76.39999999999999,12.3,129.6,15.2,5.5
RO,Romania,2010,18.1,71.89999999999999,14.1,123.9,14.2,5.6
RO,Romania,2011,18.4,76.6,14.8,129.2,14.4,5
RO,Romania,2012,18.2,73.39999999999999,13.5,125.9,15.2,5.6
RO,Romania,2013,18.8,64.80000000000001,11.7,116.3,15.1,5.9
RO,Romania,2014,18.9,63.6,12.4,116.3,15.6,5.9
RO,Romania,2015,19.2,63.099999999999994,12.6,116.5,15.7,5.9
RO,Romania,2016,19.2,59.60000000000001,12.8,114.3,16.8,5.9
RO,Romania,2017,19.3,57.5,13.1,113.8,18,5.9
RO,Romania,2018,19,63.800000000000004,12.3,117.4,16.9,5.4
RO,Romania,2019,19.1,63.5,12.5,117.8,17.3,5.3
RO,Romania,2020,19.2,63.2,12.7,118.2,17.8,5.2
RO,Romania,2021,19.5,62.699999999999996,13,118.4,18.1,5.1
RO,Romania,2022,19.8,62.199999999999996,13.2,118.4,18.4,4.9
RO,Romania,2023,20,61.599999999999994,13.4,118.6,18.7,4.8
RO,Romania,2024,20.3,61.099999999999994,13.7,118.8,19,4.7
RO,Romania,2025,20.6,60.60000000000001,13.9,119,19.3,4.6
RO,Romania,2026,20.8,61.5,14.1,120.5,19.5,4.6
RO,Romania,2027,21.1,62.3,14.3,122,19.7,4.5
RO,Romania,2028,21.4,63.199999999999996,14.5,123.4,19.9,4.4
RO,Romania,2029,21.7,64.1,14.6,124.9,20.1,4.4
RO,Romania,2030,21.9,65,14.8,126.3,20.3,4.3
RO,Romania,2031,22.2,65.4,14.9,127.2,20.4,4.3
RO,Romania,2032,22.5,65.8,15.1,128.1,20.5,4.2
RO,Romania,2033,22.8,66.1,15.2,129,20.7,4.2
RO,Romania,2034,23.1,66.60000000000001,15.4,129.9,20.8,4.1
RO,Romania,2035,23.4,67,15.6,130.9,20.9,4.1
SK,Slovakia,1990,5.9,49.5,9.8,73.4,6.8,1.4
SK,Slovakia,1991,5.1,44.1,7.6,64,5.8,1.4
SK,Slovakia,1992,4.2,40.5,7.2,58.5,5.2,1.4
SK,Slovakia,1993,3.6,36.8,8.2,55,5,1.4
SK,Slovakia,1994,3.4,34.6,8.4,52.6,4.8,1.4
SK,Slovakia,1995,3.5,33.5,9.4,53.2,5.5,1.4
SK,Slovakia,1996,3.4,33,9.7,53.2,5.7,1.4
SK,Slovakia,1997,3.4,32.7,9.7,53,5.8,1.4
SK,Slovakia,1998,3.1,31.9,9.9,52.4,6.1,1.4
SK,Slovakia,1999,2.9,31.4,9.5,51.1,6,1.4
SK,Slovakia,2000,2.7,30.7,8.6,49.2,5.7,1.4
SK,Slovakia,2001,2.9,32.3,8.8,51.5,6.1,1.4
SK,Slovakia,2002,2.9,29.8,9.8,50.1,6.2,1.4
SK,Slovakia,2003,2.7,30.799999999999997,9.4,50.4,6.1,1.4
SK,Slovakia,2004,2.5,29.599999999999998,10.7,51.1,6.8,1.5
SK,Slovakia,2005,2.5,29.3,10.2,51.1,7.7,1.5
SK,Slovakia,2006,2.4,29.2,11,51,6.8,1.5
SK,Slovakia,2007,2.5,26.9,10.9,49.2,7.5,1.5
SK,Slovakia,2008,2.4,27.1,10.8,49.7,7.9,1.5
SK,Slovakia,2009,2.3,25.4,9.2,45.4,7,1.5
SK,Slovakia,2010,2.3,25.4,9.5,46.3,7.5,1.6
SK,Slovakia,2011,2.4,25.4,9.1,45.5,7.1,1.6
SK,Slovakia,2012,2.5,22.9,9,43.1,7,1.6
SK,Slovakia,2013,2.5,23,8.7,42.7,6.8,1.6
SK,Slovakia,2014,2.7,20.799999999999997,9,40.7,6.6,1.6
SK,Slovakia,2015,2.5,20.9,9.2,41.6,7.3,1.7
SK,Slovakia,2016,2.6,21,9.4,42.2,7.5,1.7
SK,Slovakia,2017,2.5,21.7,9.6,43.3,7.7,1.7
SK,Slovakia,2018,2.4,21.6,9.6,42.9,7.7,1.6
SK,Slovakia,2019,2.4,21.400000000000002,9.5,42.6,7.7,1.6
SK,Slovakia,2020,2.4,21.2,9.4,42.4,7.8,1.6
SK,Slovakia,2021,2.4,21.1,9.3,42.3,7.9,1.5
SK,Slovakia,2022,2.4,21,9.3,42.2,8.1,1.5
SK,Slovakia,2023,2.4,20.900000000000002,9.2,42.1,8.2,1.4
SK,Slovakia,2024,2.4,20.799999999999997,9.1,42.1,8.4,1.4
SK,Slovakia,2025,2.4,20.8,9.1,42,8.5,1.3
SK,Slovakia,2026,2.4,20.799999999999997,8.8,41.8,8.6,1.2
SK,Slovakia,2027,2.4,20.9,8.6,41.6,8.6,1.2
SK,Slovakia,2028,2.4,20.900000000000002,8.4,41.5,8.7,1.1
SK,Slovakia,2029,2.4,21,8.2,41.5,8.7,1
SK,Slovakia,2030,2.4,21.099999999999998,8.1,41.4,8.8,1
SK,Slovakia,2031,2.5,20.8,8,41,8.8,1
SK,Slovakia,2032,2.5,20.5,7.9,40.6,8.8,0.9
SK,Slovakia,2033,2.5,20.2,7.8,40.2,8.8,0.9
SK,Slovakia,2034,2.5,20,7.7,39.9,8.8,0.9
SK,Slovakia,2035,2.5,19.7,7.7,39.5,8.8,0.9
SK,Slovakia,2036,2.5,19.7,7.6,39.3,8.7,0.8
SK,Slovakia,2037,2.5,19.5,7.5,39,8.7,0.8
SK,Slovakia,2038,2.5,19.400000000000002,7.4,38.8,8.7,0.8
SK,Slovakia,2039,2.6,19.5,7.3,38.7,8.6,0.8
SK,Slovakia,2040,2.6,19.4,7.2,38.5,8.6,0.8
SI,Slovenia,1990,1.8,11.899999999999999,1.4,18.6,2.7,0.8
SI,Slovenia,1991,1.7,11.200000000000001,1.1,17.3,2.6,0.8
SI,Slovenia,1992,1.8,11.100000000000001,1.1,17.4,2.7,0.7
SI,Slovenia,1993,1.7,11.1,0.9,17.6,3.1,0.7
SI,Slovenia,1994,1.8,11,1.1,18,3.4,0.8
SI,Slovenia,1995,1.8,11.3,1.1,18.7,3.8,0.8
SI,Slovenia,1996,1.7,11.4,1.1,19.4,4.4,0.8
SI,Slovenia,1997,1.7,11.600000000000001,1.1,19.7,4.5,0.8
SI,Slovenia,1998,1.7,11.9,1.1,19.5,3.9,0.8
SI,Slovenia,1999,1.7,11.5,1.1,18.8,3.7,0.8
SI,Slovenia,2000,1.8,11.399999999999999,1.2,19.1,3.8,0.9
SI,Slovenia,2001,1.8,12.200000000000001,1.2,20,3.9,0.9
SI,Slovenia,2002,1.8,12.299999999999999,1.2,20.2,3.9,0.9
SI,Slovenia,2003,1.7,12,1.3,19.9,4,0.9
SI,Slovenia,2004,1.7,12.200000000000001,1.4,20.2,4.1,0.9
SI,Slovenia,2005,1.7,12.1,1.4,20.5,4.4,0.8
SI,Slovenia,2006,1.7,12.1,1.5,20.7,4.6,0.8
SI,Slovenia,2007,1.8,11.600000000000001,1.5,20.8,5.2,0.8
SI,Slovenia,2008,1.7,11.700000000000001,1.3,21.6,6.1,0.7
SI,Slovenia,2009,1.7,11,1,19.6,5.3,0.6
SI,Slovenia,2010,1.7,11,1,19.6,5.3,0.6
SI,Slovenia,2011,1.6,10.600000000000001,1,19.6,5.7,0.6
SI,Slovenia,2012,1.6,10,1,19.1,5.8,0.6
SI,Slovenia,2013,1.6,9.5,1.1,18.4,5.5,0.6
SI,Slovenia,2014,1.7,7.9,1.1,16.6,5.4,0.6
SI,Slovenia,2015,1.7,8,1.1,16.8,5.4,0.6
SI,Slovenia,2016,1.7,8.5,1.1,17.7,5.7,0.6
SI,Slovenia,2017,1.7,8.5,1.2,17.5,5.5,0.6
SI,Slovenia,2018,1.9,8.9,1.3,17.9,5.4,0.5
SI,Slovenia,2019,1.9,8.9,1.3,17.9,5.4,0.5
SI,Slovenia,2020,1.9,8.799999999999999,1.3,17.9,5.4,0.4
SI,Slovenia,2021,1.9,8.7,1.3,17.7,5.4,0.4
SI,Slovenia,2022,1.9,8.5,1.3,17.6,5.4,0.4
SI,Slovenia,2023,1.9,8.4,1.3,17.4,5.4,0.4
SI,Slovenia,2024,1.9,8.299999999999999,1.3,17.3,5.4,0.4
SI,Slovenia,2025,1.9,8.1,1.3,17.2,5.4,0.4
SI,Slovenia,2026,1.9,8,1.3,17,5.4,0.4
SI,Slovenia,2027,1.9,7.8999999999999995,1.3,16.8,5.3,0.4
SI,Slovenia,2028,1.9,7.7,1.3,16.6,5.3,0.4
SI,Slovenia,2029,1.9,7.6000000000000005,1.3,16.5,5.3,0.4
SI,Slovenia,2030,1.9,7.499999999999999,1.3,16.3,5.2,0.4
SI,Slovenia,2031,1.9,7.4,1.3,16.1,5.1,0.4
SI,Slovenia,2032,1.9,7.4,1.2,15.9,5,0.4
SI,Slovenia,2033,1.9,7.299999999999999,1.2,15.7,4.9,0.4
SI,Slovenia,2034,1.9,7.2,1.2,15.5,4.8,0.3
SI,Slovenia,2035,1.9,7.1000000000000005,1.2,15.3,4.7,0.3
ES,Spain,1990,36.3,154.5,29.7,288.5,58.7,9.3
ES,Spain,1991,35,161.5,28.1,296.2,62.1,9.5
ES,Spain,1992,34.9,168.3,26.9,306,66.1,9.8
ES,Spain,1993,33.6,160.6,25.8,295.7,65.6,10.2
ES,Spain,1994,35.5,167.2,30,312.5,69.2,10.6
ES,Spain,1995,35.8,180.1,31.8,328.6,70,10.9
ES,Spain,1996,38.8,162.7,32.9,320.4,74.8,11.2
ES,Spain,1997,38.6,174.79999999999998,35.2,334.7,74.4,11.7
ES,Spain,1998,39.6,174.9,37,344.6,81.1,12
ES,Spain,1999,41.1,193.79999999999998,39.9,372,84.9,12.3
ES,Spain,2000,43.3,203.29999999999998,41.9,387.5,86.6,12.5
ES,Spain,2001,42.7,201,38.7,385.2,90,12.8
ES,Spain,2002,42,218.59999999999997,38,403.6,91.8,13.1
ES,Spain,2003,43.5,217.7,40.6,411,96.2,13
ES,Spain,2004,43,230,41.4,426.8,99.8,12.6
ES,Spain,2005,40.5,241.3,44.1,441,102.3,12.9
ES,Spain,2006,39.7,228.60000000000002,47.1,434,105.5,13.1
ES,Spain,2007,40.7,234.39999999999998,48.8,445.2,107.8,13.4
ES,Spain,2008,37.3,212.6,45.9,411.4,101.9,13.7
ES,Spain,2009,37.7,185.70000000000002,39.2,372.1,94.6,15
ES,Spain,2010,37.7,174.3,40.3,357.7,91.3,14.1
ES,Spain,2011,37,182.29999999999998,37.4,357.3,86.1,14.6
ES,Spain,2012,35.8,184.70000000000002,35.7,350.7,80.1,14.4
ES,Spain,2013,35.8,159.2,34.6,323.4,79.8,14
ES,Spain,2014,37.5,159,36.4,326.1,80.1,13.1
ES,Spain,2015,38.3,171.2,31,337.6,83.2,13.9
ES,Spain,2016,38.4,157.70000000000002,30.5,326.4,86.1,13.7
ES,Spain,2017,39.5,170.09999999999997,28.2,340.2,88.8,13.5
ES,Spain,2018,34.5,163.8,31.5,332.5,88.5,14.1
ES,Spain,2019,34.6,163.10000000000002,31.3,332.1,89.2,14
ES,Spain,2020,34.6,162.4,31,331.7,89.9,13.8
ES,Spain,2021,34.6,159.2,30.7,328.5,90.3,13.7
ES,Spain,2022,34.6,156.10000000000002,30.4,325.3,90.7,13.5
ES,Spain,2023,34.6,153,30.1,322.1,91.1,13.4
ES,Spain,2024,34.6,149.8,29.8,318.9,91.5,13.2
ES,Spain,2025,34.6,146.7,29.5,315.7,91.9,13.1
ES,Spain,2026,34.6,146.2,29.1,314.7,91.9,12.9
ES,Spain,2027,34.6,145.6,28.8,313.7,92,12.7
ES,Spain,2028,34.6,145.1,28.5,312.7,92,12.6
ES,Spain,2029,34.5,144.5,28.1,311.7,92.1,12.4
ES,Spain,2030,34.5,144,27.8,310.6,92.1,12.2
ES,Spain,2031,34.4,142.2,27.7,308.3,91.8,12.1
ES,Spain,2032,34.3,140.5,27.6,305.9,91.5,12
ES,Spain,2033,34.2,138.9,27.5,303.6,91.1,11.9
ES,Spain,2034,34.1,137.10000000000002,27.5,301.3,90.8,11.8
ES,Spain,2035,34,135.4,27.4,299,90.5,11.7
ES,Spain,2036,33.9,133.9,27.3,296.7,89.9,11.7
ES,Spain,2037,33.8,132.39999999999998,27.2,294.3,89.3,11.6
ES,Spain,2038,33.7,130.89999999999998,27.1,291.9,88.7,11.5
ES,Spain,2039,33.6,129.4,27,289.6,88.1,11.4
ES,Spain,2040,33.5,127.9,26.9,287.2,87.5,11.3
SE,Sweden,1990,7.7,33.3,7.6,71.3,19,3.7
SE,Sweden,1991,7.4,34.099999999999994,7.4,71.5,18.8,3.8
SE,Sweden,1992,7.3,33.2,6.9,70.9,19.7,3.8
SE,Sweden,1993,7.7,34,7,71.2,18.8,3.7
SE,Sweden,1994,7.7,35.4,7.5,73.6,19.4,3.6
SE,Sweden,1995,7.9,34.4,7.9,73.3,19.5,3.6
SE,Sweden,1996,7.6,38.900000000000006,7.7,76.9,19.2,3.5
SE,Sweden,1997,7.9,33.6,7.7,72.1,19.4,3.5
SE,Sweden,1998,7.6,34,7.9,72.5,19.5,3.4
SE,Sweden,1999,7.6,30.9,7.9,69.6,19.9,3.3
SE,Sweden,2000,7.8,29.400000000000002,8.4,68.5,19.7,3.2
SE,Sweden,2001,7.3,30.1,8.5,68.9,19.9,3.2
SE,Sweden,2002,7.4,30.400000000000002,8.7,69.8,20.3,3
SE,Sweden,2003,7.3,31.1,8.3,70.2,20.6,2.8
SE,Sweden,2004,7.1,29.6,8.9,69.3,20.9,2.8
SE,Sweden,2005,7.1,26.9,8.8,66.6,21.1,2.7
SE,Sweden,2006,7.2,27,8.8,66.5,20.9,2.6
SE,Sweden,2007,6.9,25.7,8.7,64.9,21.2,2.4
SE,Sweden,2008,7,24.5,8.4,62.6,20.6,2.1
SE,Sweden,2009,6.7,23.000000000000004,6.4,58.3,20.2,2.1
SE,Sweden,2010,6.8,26.8,8.4,64.3,20.3,1.9
SE,Sweden,2011,7.1,23.5,7.9,60.2,19.9,1.8
SE,Sweden,2012,6.7,22.3,7.5,56.9,18.7,1.7
SE,Sweden,2013,6.9,21.2,7.5,55.4,18.2,1.6
SE,Sweden,2014,7,20.2,7.4,53.8,17.8,1.5
SE,Sweden,2015,6.9,20.099999999999998,7.3,53.5,17.8,1.4
SE,Sweden,2016,6.9,19.9,7.9,52.9,17,1.3
SE,Sweden,2017,7.2,20,7.6,52.7,16.6,1.3
SE,Sweden,2018,7,19.9,7.6,51.7,16,1.2
SE,Sweden,2019,6.8,19.700000000000003,7.7,50.7,15.4,1.1
SE,Sweden,2020,6.7,19.499999999999996,7.7,49.7,14.8,1.1
SE,Sweden,2021,6.6,19.4,7.6,49.3,14.6,1
SE,Sweden,2022,6.6,19.200000000000003,7.6,48.9,14.5,1
SE,Sweden,2023,6.5,19.099999999999998,7.6,48.5,14.3,0.9
SE,Sweden,2024,6.5,19,7.6,48.1,14.1,0.9
SE,Sweden,2025,6.4,18.9,7.5,47.7,13.9,0.9
SE,Sweden,2026,6.4,18.900000000000002,7.5,47.4,13.8,0.8
SE,Sweden,2027,6.4,18.8,7.4,47,13.7,0.8
SE,Sweden,2028,6.3,18.699999999999996,7.4,46.7,13.6,0.8
SE,Sweden,2029,6.3,18.6,7.3,46.4,13.5,0.7
SE,Sweden,2030,6.2,18.5,7.3,46.1,13.4,0.7
SE,Sweden,2031,6.2,18.4,7.3,46,13.4,0.7
SE,Sweden,2032,6.2,18.5,7.3,45.9,13.3,0.7
SE,Sweden,2033,6.2,18.4,7.2,45.8,13.3,0.7
SE,Sweden,2034,6.2,18.4,7.2,45.7,13.3,0.7
SE,Sweden,2035,6.1,18.400000000000002,7.2,45.6,13.2,0.6
CH,Switzerland,1990,6.8,27.199999999999996,3.6,53.3,14.6,1.1
CH,Switzerland,1991,6.7,29.1,3.2,55.1,15.1,1
CH,Switzerland,1992,6.6,28.799999999999997,3,54.9,15.5,1
CH,Switzerland,1993,6.6,27.700000000000003,2.7,52.3,14.4,0.9
CH,Switzerland,1994,6.5,26.4,2.9,51.3,14.6,0.9
CH,Switzerland,1995,6.5,27.599999999999998,2.9,52.2,14.3,0.9
CH,Switzerland,1996,6.4,28.400000000000002,2.8,52.8,14.3,0.9
CH,Switzerland,1997,6.2,26.9,2.7,51.6,14.9,0.9
CH,Switzerland,1998,6.2,28.299999999999997,2.8,53.3,15.1,0.8
CH,Switzerland,1999,6.1,27.500000000000004,2.9,53,15.7,0.8
CH,Switzerland,2000,6.2,26.300000000000004,3.1,52.4,15.9,0.8
CH,Switzerland,2001,6.2,28,3.2,53.9,15.6,0.8
CH,Switzerland,2002,6.1,26.4,3.3,52.3,15.6,0.9
CH,Switzerland,2003,6,27.500000000000004,3.4,53.4,15.7,0.8
CH,Switzerland,2004,6,27.8,3.6,54,15.8,0.9
CH,Switzerland,2005,6.1,28.1,3.8,54.7,15.9,0.8
CH,Switzerland,2006,6,27.6,3.8,54.3,16,0.8
CH,Switzerland,2007,6.1,25.3,3.9,52.4,16.3,0.8
CH,Switzerland,2008,6.2,26.299999999999997,3.9,53.9,16.6,0.8
CH,Switzerland,2009,6.1,25.4,3.8,52.6,16.4,0.8
CH,Switzerland,2010,6.2,26.900000000000002,4,54.1,16.3,0.8
CH,Switzerland,2011,6.1,23,4,50,16.1,0.8
CH,Switzerland,2012,6.2,24.2,4,51.5,16.3,0.7
CH,Switzerland,2013,6.1,25.3,4,52.2,16.2,0.7
CH,Switzerland,2014,6.2,21.299999999999997,4,48.4,16.1,0.7
CH,Switzerland,2015,6.1,21.8,3.9,47.8,15.3,0.7
CH,Switzerland,2016,6.1,22.3,3.9,48.2,15.2,0.7
CH,Switzerland,2017,6.1,21.6,3.9,47.2,14.9,0.7
CH,Switzerland,2018,6,20.700000000000003,3.8,46.9,15.5,0.8
CH,Switzerland,2019,6,20.4,3.8,46.4,15.5,0.8
CH,Switzerland,2020,6,19.9,3.7,45.9,15.5,0.8
CH,Switzerland,2021,5.9,19.5,3.7,45.4,15.5,0.8
CH,Switzerland,2022,5.9,19.1,3.6,44.9,15.5,0.8
CH,Switzerland,2023,5.9,18.700000000000003,3.5,44.4,15.5,0.8
CH,Switzerland,2024,5.9,18.299999999999997,3.5,44,15.5,0.8
CH,Switzerland,2025,5.9,18,3.4,43.5,15.5,0.8
CH,Switzerland,2026,5.9,17.700000000000003,3.2,43.1,15.5,0.8
CH,Switzerland,2027,5.9,17.4,3.2,42.7,15.5,0.8
CH,Switzerland,2028,5.9,17.1,3.1,42.3,15.5,0.8
CH,Switzerland,2029,5.9,16.9,3,42.1,15.5,0.8
CH,Switzerland,2030,5.9,16.6,2.9,41.7,15.5,0.8
TR,Turkey,1990,45.7,112.6,22.8,219.2,27,11.1
TR,Turkey,1991,46.5,118.3,24.7,226.6,25.7,11.3
TR,Turkey,1992,46.6,123.9,24.3,232.8,26.4,11.5
TR,Turkey,1993,47,124.70000000000002,24.5,240.1,32.1,11.8
TR,Turkey,1994,44.6,122.70000000000002,24.2,234.1,30.6,12
TR,Turkey,1995,43.7,132.20000000000002,25.2,247.6,34.1,12.4
TR,Turkey,1996,44.4,147.7,26.2,267.2,36.3,12.7
TR,Turkey,1997,42.2,161.5,27,278.6,34.7,13.2
TR,Turkey,1998,43.6,163.10000000000002,27.4,280.3,32.8,13.5
TR,Turkey,1999,44.2,159.20000000000002,25.8,277.8,34.6,13.9
TR,Turkey,2000,42.3,179.6,26.2,298.9,36.5,14.3
TR,Turkey,2001,39.8,162.7,25.9,280.4,36.5,15.5
TR,Turkey,2002,37.4,169.60000000000002,26.9,286.1,36.2,15.9
TR,Turkey,2003,40.9,182.5,28.2,305.6,37.8,16.2
TR,Turkey,2004,41.4,184.1,30.8,315,42,16.6
TR,Turkey,2005,42.3,202,33.6,337.2,42,17.3
TR,Turkey,2006,43.5,214.6,36.7,358.2,45.4,18
TR,Turkey,2007,43.2,238.70000000000002,39.2,391.4,52.1,18.3
TR,Turkey,2008,41,239.10000000000002,40.9,387.6,48.2,18.3
TR,Turkey,2009,41.7,244.6,42.5,395.5,47.9,18.8
TR,Turkey,2010,44,241.6,48.1,398.7,45.4,19.5
TR,Turkey,2011,46.4,261.3,52.7,427.6,47.4,19.8
