country.code,country.name,year,agriculture.ghg.emissions.mio.tonnes,energy.ghg.emissions.mio.tonnes,industry.ghg.emissions.mio.tonnes,total.ghg.emissions.mio.tonnes,transport.ghg.emissions.mio.tonnes,waste.ghg.emissions.mio.tonnes
TR,Turkey,2012,52.1,258,55,446.9,62.5,19.4
TR,Turkey,2013,55.2,238.6,58.1,439,68.9,18.2
TR,Turkey,2014,55.5,252.20000000000002,58.5,458,73.6,18.2
TR,Turkey,2015,55.4,265.09999999999997,57,472.2,75.8,18.8
TR,Turkey,2016,58.2,277.9,62.2,498.5,81.8,18.4
TR,Turkey,2017,62.5,295.2,66.5,526.3,84.7,17.4
NA,UK,1990,48.8,491.09999999999997,66.6,794.4,121.3,66.7
NA,UK,1991,48.5,502.5,64.8,803.5,120.5,67.3
NA,UK,1992,47.8,485,60.4,782.6,122,67.4
NA,UK,1993,46.8,468.40000000000003,57,763.3,123.2,67.9
NA,UK,1994,47.8,453.40000000000003,60.3,754.3,124.7,68.2
NA,UK,1995,47.6,445.7,60.9,747.5,124.2,69.2
NA,UK,1996,48.2,460.19999999999993,62.9,769.4,128.6,69.5
NA,UK,1997,47.5,433.49999999999994,64.1,743.9,129.8,69
NA,UK,1998,47.7,436.5,60.7,742.3,129.4,68
NA,UK,1999,47.7,425.6,42.7,711.9,130.6,65.3
NA,UK,2000,45.5,433.40000000000003,40.6,711.7,129.2,62.9
NA,UK,2001,43.1,443.40000000000003,38.8,714.9,128.7,60.9
NA,UK,2002,42.8,424.69999999999993,37,695.3,131.1,59.7
NA,UK,2003,43.7,433.1,39.3,702.4,130.4,55.9
NA,UK,2004,43.8,431.80000000000007,40.4,699.1,131.4,51.7
NA,UK,2005,43.3,426.90000000000003,39.6,691.1,132.3,49.1
NA,UK,2006,42.2,424.99999999999994,38.8,683.8,131.8,46
NA,UK,2007,41.7,413.20000000000005,41.1,671.8,132.9,42.9
NA,UK,2008,40.7,405.70000000000005,39.4,651.7,127.4,38.4
NA,UK,2009,40.4,365.6,32.7,595.8,122.7,34.4
NA,UK,2010,40.6,383.6,35.5,610.4,120.9,29.8
NA,UK,2011,40.7,343.7,31.9,563.2,119,27.8
NA,UK,2012,40.3,362.7,32.3,579.7,118.2,26.2
NA,UK,2013,40.1,351.2,34.4,565.9,117,23.2
NA,UK,2014,41.5,310.4,34.1,525.5,118.6,21
NA,UK,2015,40.9,291.7,33.6,508.1,121.2,20.7
NA,UK,2016,40.9,267.8,30.8,483.3,123.7,20.1
NA,UK,2017,41.2,254.90000000000003,30.2,470.5,123.7,20.4
GB,United Kingdom,2018,40.1,238.8,29.2,443.5,117.7,17.6
GB,United Kingdom,2019,39.8,224.50000000000003,27.8,424.8,115.6,17.1
GB,United Kingdom,2020,39.5,218.60000000000002,26.5,414.4,113.2,16.5
GB,United Kingdom,2021,39.1,210.4,25.5,402.5,111.6,16
GB,United Kingdom,2022,38.6,207.3,24.6,396.1,110,15.6
GB,United Kingdom,2023,38.5,207.5,23.6,393.7,108.8,15.2
GB,United Kingdom,2024,38.3,204.8,22.6,388.3,107.7,14.9
GB,United Kingdom,2025,38.2,203.6,21.9,384.6,106.4,14.6
GB,United Kingdom,2026,38.1,202.60000000000002,21.1,381.9,105.7,14.4
GB,United Kingdom,2027,38,206.29999999999998,20.5,383.8,104.9,14.2
GB,United Kingdom,2028,38,206.39999999999998,19.9,382.2,104,14
GB,United Kingdom,2029,37.9,205.4,19.2,379.4,103.1,13.9
GB,United Kingdom,2030,37.8,203.09999999999997,18.6,375.6,102.3,13.7
GB,United Kingdom,2031,37.8,202,17.9,372.9,101.5,13.6
GB,United Kingdom,2032,37.7,200.20000000000002,17.4,369.8,100.9,13.5
GB,United Kingdom,2033,37.7,199.50000000000003,17.1,368.2,100.6,13.4
GB,United Kingdom,2034,37.7,199.20000000000002,16.9,367.1,100.1,13.3
GB,United Kingdom,2035,37.7,197.4,16.7,364.9,99.9,13.2
